,Pred
0,139.72726
1,199.1
2,91.28847
3,183.07272
4,73.79907
5,206.0
6,128.23334
7,66.065735
8,252.47273
9,99.1
10,58.208595
11,89.05
12,276.5394
13,125.35667
14,71.98667
15,124.86061
16,119.7
17,86.34394
18,72.12
19,189.87273
20,104.159996
21,87.21727
22,71.98667
23,101.888466
24,133.7
25,159.2
26,90.17
27,127.02
28,124.0
29,86.337265
30,59.66286
31,233.6
32,126.58846
33,60.031322
34,125.9
35,260.2
36,113.159996
37,84.61
38,242.37273
39,256.76666
40,241.5394
41,123.95
42,63.8
43,96.29513
44,72.64286
45,208.8
46,104.16667
47,201.7
48,180.9
49,169.2
50,96.29
51,139.0
52,84.192856
53,117.96999
54,252.8
55,141.06
56,46.138462
57,199.1
58,54.665733
59,231.37273
60,262.9394
61,189.2
62,167.7
63,86.39
