,Prob_0,Prob_1,Prob_2
0,0.7716751,0.13978389,0.088541
1,0.6674934,0.24913779,0.08336877
2,0.71883917,0.19289233,0.08826847
3,0.6608956,0.2474344,0.09167005
4,0.78309464,0.12575407,0.09115128
5,0.7931201,0.08627049,0.12060939
6,0.73868454,0.15337881,0.10793667
7,0.7379998,0.17062525,0.09137493
8,0.62200487,0.29040986,0.0875853
9,0.6654231,0.25817338,0.076403566
10,0.7978968,0.1139184,0.08818483
11,0.7157478,0.18723916,0.09701314
12,0.6546765,0.27129754,0.07402597
13,0.68679696,0.23748389,0.07571922
14,0.8669241,0.05851263,0.07456331
15,0.8560982,0.03717345,0.10672832
16,0.8313774,0.06332912,0.10529348
17,0.77184504,0.12811832,0.10003665
18,0.79601485,0.10297482,0.10101033
19,0.7984048,0.095848195,0.10574695
20,0.7236272,0.18660396,0.089768834
21,0.7830475,0.09885699,0.11809548
22,0.8153252,0.09823375,0.08644109
23,0.69805604,0.16738907,0.13455485
24,0.66791564,0.22824274,0.10384162
25,0.6360405,0.27883765,0.08512181
26,0.7259036,0.15405037,0.12004602
27,0.7621473,0.14833924,0.08951351
28,0.75905085,0.1550988,0.085850365
29,0.6705217,0.23503613,0.094442174
30,0.65178853,0.2577172,0.09049431
31,0.75434333,0.13668887,0.10896785
32,0.8388794,0.077993535,0.08312705
33,0.8593449,0.055417955,0.08523706
34,0.67329866,0.23937559,0.08732579
35,0.744718,0.17359628,0.08168572
36,0.79688096,0.12325272,0.07986635
37,0.77901584,0.13889311,0.08209107
38,0.6641824,0.24718694,0.08863061
39,0.74166197,0.16854195,0.089796
40,0.7805784,0.12058778,0.09883384
41,0.49146092,0.43191707,0.07662203
42,0.70726424,0.19985722,0.09287853
43,0.73281443,0.11378761,0.153398
44,0.7480965,0.117515534,0.134388
45,0.67013264,0.233183,0.09668435
46,0.789919,0.11312651,0.096954495
47,0.6993587,0.20871213,0.09192923
48,0.7947367,0.115439765,0.08982358
49,0.7342397,0.17821555,0.087544784
50,0.26271337,0.34341222,0.39387444
51,0.257783,0.2865482,0.45566884
52,0.21813896,0.36456048,0.41730055
53,0.1703941,0.58270425,0.24690166
54,0.20242468,0.41937354,0.37820175
55,0.18997589,0.49217552,0.31784856
56,0.23263133,0.2510233,0.5163453
57,0.2420988,0.55739635,0.20050482
58,0.22057487,0.4661134,0.3133117
59,0.22937101,0.39917776,0.3714512
60,0.15135176,0.70995843,0.1386898
61,0.2517007,0.30747813,0.4408212
62,0.15184724,0.7105584,0.13759439
63,0.19283724,0.444928,0.3622347
64,0.31695446,0.32657844,0.35646707
65,0.2763628,0.33421803,0.3894192
66,0.20708852,0.34800035,0.44491112
67,0.21679051,0.57661104,0.20659846
68,0.1322348,0.6029189,0.2648463
69,0.2072795,0.5763265,0.2163941
70,0.18227588,0.22197908,0.595745
71,0.26551524,0.41131362,0.32317114
72,0.13280745,0.5623008,0.30489174
73,0.17738523,0.55937,0.2632448
74,0.25192314,0.42182776,0.32624903
75,0.25876045,0.36537027,0.37586924
76,0.19010335,0.4877227,0.322174
77,0.18129608,0.33036298,0.48834097
78,0.20919235,0.37655568,0.41425195
79,0.28038034,0.5102677,0.20935202
80,0.20008716,0.59420556,0.20570728
81,0.20686136,0.61328006,0.17985852
82,0.25134072,0.4697465,0.27891275
83,0.12991107,0.48157632,0.38851258
84,0.20055595,0.34884244,0.45060158
85,0.2514099,0.20831685,0.54027325
86,0.23400988,0.3387517,0.4272384
87,0.1490546,0.6341279,0.21681747
88,0.26289627,0.3684451,0.36865863
89,0.1991044,0.51698107,0.28391454
90,0.16585368,0.58476114,0.24938516
91,0.21648227,0.39814547,0.38537228
92,0.22145283,0.51923203,0.2593151
93,0.22657913,0.5884457,0.1849752
94,0.2075007,0.48049322,0.31200618
95,0.25548783,0.41985047,0.3246617
96,0.23951341,0.41391653,0.34657004
97,0.24464984,0.424016,0.33133414
98,0.31915295,0.43393072,0.24691632
99,0.23765968,0.43118015,0.33116025
100,0.0684593,0.107112214,0.8244285
101,0.118202746,0.3489734,0.53282386
102,0.10283126,0.2748767,0.622292
103,0.11214897,0.39289266,0.49495837
104,0.09129405,0.22685304,0.68185294
105,0.07676507,0.35116225,0.5720727
106,0.13321882,0.42218357,0.44459766
107,0.08802978,0.48418882,0.4277814
108,0.081011236,0.5490892,0.36989954
109,0.08312303,0.080545686,0.83633125
110,0.15656823,0.18859571,0.65483606
111,0.11764575,0.3742741,0.5080801
112,0.119598635,0.23576316,0.6446382
113,0.10671403,0.35387528,0.53941065
114,0.09186233,0.15268445,0.75545317
115,0.112589724,0.1268664,0.7605439
116,0.1299157,0.35050228,0.51958203
117,0.09453144,0.1415057,0.76396286
118,0.04861918,0.415932,0.53544885
119,0.09091369,0.66974586,0.2393404
120,0.10279288,0.15174124,0.7454659
121,0.12718368,0.25969622,0.61312014
122,0.06699361,0.47327483,0.45973155
123,0.1485927,0.36755246,0.48385492
124,0.11789704,0.18693763,0.6951653
125,0.12401245,0.351477,0.52451056
126,0.16229308,0.3255575,0.5121494
127,0.1661593,0.2814602,0.5523805
128,0.09698362,0.2948951,0.6081213
129,0.12830319,0.47730175,0.39439508
130,0.09349508,0.44482392,0.46168095
131,0.13160437,0.17351706,0.69487864
132,0.09200311,0.25634816,0.6516487
133,0.1469893,0.49202955,0.36098117
134,0.08563579,0.6656868,0.24867743
135,0.09245089,0.22360915,0.68394
136,0.092166,0.09602859,0.8118054
137,0.1342465,0.3210829,0.54467064
138,0.17169742,0.27068335,0.5576192
139,0.13263632,0.20485552,0.66250813
140,0.09328577,0.1371214,0.7695928
141,0.1324656,0.13151242,0.736022
142,0.118202746,0.3489734,0.53282386
143,0.09156515,0.16432935,0.7441055
144,0.08534063,0.095407754,0.8192516
145,0.11875492,0.1530963,0.72814876
146,0.122311175,0.39914083,0.4785479
147,0.13921528,0.24143182,0.6193529
148,0.108164035,0.1047081,0.7871279
149,0.14482838,0.30344152,0.5517301
