,Prob_0,Prob_1,Prob_2,Prob_3,Prob_4,Prob_5,Prob_6,Prob_7,Prob_8,Prob_9
0,0.011569969,0.016625926,0.028735371,0.06420138,0.08502234,0.08785067,0.077427916,0.115893304,0.116787024,0.39588603
1,0.032402437,0.0308396,0.09300552,0.0734071,0.07815113,0.09783574,0.1423361,0.06903719,0.2587689,0.12421618
2,0.0698011,0.049180623,0.039237954,0.07817317,0.06310494,0.07066926,0.07689884,0.13686717,0.2765592,0.1395077
3,0.020351257,0.0166182,0.020572297,0.015625397,0.022142146,0.056275226,0.05640977,0.020152118,0.19049136,0.58136225
4,0.025060147,0.043376178,0.045380093,0.071824834,0.040669423,0.1265201,0.07271479,0.15250453,0.22351702,0.1984326
5,0.05294258,0.0327352,0.040553,0.06295966,0.041985266,0.07872588,0.11973763,0.059149336,0.2757325,0.23547915
6,0.0054660444,0.0037434325,0.0044856477,0.004015311,0.0038031386,0.0044818143,0.007146613,0.10068135,0.021536604,0.84464
7,0.01781139,0.02836854,0.0380144,0.031927407,0.06766384,0.028705653,0.039096996,0.051177595,0.1661522,0.531082
8,0.03271728,0.043776177,0.032882236,0.044785473,0.029109027,0.043528307,0.076029085,0.033046655,0.104976535,0.55914956
9,0.0026071242,0.00089495274,0.0006022667,0.00046218777,0.005659642,0.0035270306,0.0031806356,0.0033157496,0.0036043085,0.9761462
10,0.010760703,0.019548126,0.017180126,0.020772094,0.078620546,0.10169256,0.038090706,0.049372133,0.6122934,0.051669523
11,0.029931333,0.027877549,0.0829201,0.06532436,0.07402892,0.05791285,0.08122093,0.10386788,0.23777492,0.23914114
12,0.021252904,0.015294836,0.017367698,0.040581606,0.059926305,0.078613475,0.05044112,0.09257831,0.552803,0.07114073
13,0.013458215,0.012907991,0.043498524,0.009818644,0.013822038,0.022997467,0.013272581,0.035616297,0.7691617,0.06544655
14,0.013829811,0.04333649,0.02514087,0.03300615,0.022122318,0.08742855,0.24755095,0.14612152,0.28535143,0.09611201
15,0.012882802,0.041916054,0.02237023,0.06733136,0.040927194,0.017687377,0.05222716,0.09716358,0.21622491,0.4312693
16,0.028691765,0.019344786,0.060862575,0.029473804,0.021389803,0.07648386,0.04506575,0.16893949,0.13868976,0.41105822
17,0.04895917,0.06381418,0.03951853,0.06824611,0.04945365,0.053468034,0.084657535,0.11670065,0.24008334,0.23509867
18,0.04603253,0.04560511,0.05346895,0.068281874,0.08623075,0.08400874,0.089028195,0.08534075,0.23069447,0.21130846
19,0.0022302482,0.001313564,0.00121808,0.0016108323,0.005183083,0.0020721261,0.004991775,0.0033866211,0.0064873854,0.97150594
20,0.003202156,0.016328366,0.018418286,0.019638376,0.056799013,0.06828281,0.070712745,0.028123407,0.09251067,0.6259843
21,0.032083914,0.030196143,0.095431626,0.074898474,0.05481679,0.051926613,0.08437101,0.06931735,0.25121626,0.25574172
22,0.037063874,0.036321543,0.029620595,0.04228286,0.10646185,0.08644407,0.09857326,0.21074785,0.11466317,0.2378211
23,0.017038947,0.016007418,0.05887425,0.013172084,0.012463455,0.035344608,0.027630815,0.108263865,0.25592685,0.4552779
24,0.04404776,0.040123414,0.049784753,0.088764206,0.052726492,0.092997625,0.26083568,0.12997195,0.09647713,0.1442708
25,0.06284911,0.054560397,0.09059,0.12533353,0.07488049,0.05831992,0.08192022,0.12632465,0.2425046,0.0827171
26,0.0053306506,0.003849965,0.0036224534,0.0039670104,0.0056415773,0.003904541,0.006944016,0.09938516,0.0194941,0.8478604
27,0.049614325,0.07196068,0.03995197,0.06014915,0.0608963,0.061933305,0.052148525,0.11620281,0.23935531,0.24778792
28,0.07574185,0.07167786,0.06571119,0.10959231,0.10314055,0.088010766,0.096369535,0.0892656,0.21986203,0.08062805
29,0.0009228077,0.0009870932,0.0010240804,0.0014699133,0.0023292108,0.0028773146,0.0036945888,0.0016285224,0.0060829325,0.9789839
30,0.023654336,0.035902664,0.044216275,0.0798912,0.11307628,0.07481612,0.0811112,0.09267837,0.23118332,0.2234703
31,0.0023723096,0.0010071603,0.001049337,0.0012875615,0.0031890774,0.0004618994,0.004329757,0.0042710155,0.0042328816,0.97779894
32,0.007679384,0.010768995,0.0068730307,0.021977378,0.023268925,0.004167981,0.025871314,0.07460608,0.08762024,0.73716646
33,0.006303016,0.015898533,0.007270813,0.024620093,0.014060202,0.0039899764,0.013519079,0.09319898,0.10366682,0.71747255
34,0.06306255,0.029492773,0.06373264,0.034206875,0.05064279,0.038604036,0.055279497,0.09689262,0.16077387,0.40731218
