,Prob_0,Prob_1,Prob_2,Prob_3,Prob_4,Prob_5,Prob_6,Prob_7,Prob_8,Prob_9
0,0.7109638,0.022170607,0.015909333,0.040830936,0.023695372,0.04173611,0.015315061,0.01881489,0.0357651,0.074798845
1,0.018816289,0.40393698,0.062036447,0.063974924,0.10455416,0.05383129,0.05727756,0.03229136,0.12043341,0.0828475
2,0.024407892,0.08690996,0.55905837,0.040464625,0.019533953,0.024257908,0.10219441,0.017685954,0.094579905,0.030907009
3,0.029310731,0.058148354,0.07719135,0.38762927,0.013824792,0.12576188,0.064972326,0.02746395,0.078336574,0.13736081
4,0.12188956,0.0310289,0.01441378,0.008831691,0.69933057,0.012257317,0.024520228,0.008157594,0.05184951,0.027720863
5,0.06024341,0.081094064,0.0877458,0.22689414,0.02159104,0.13459614,0.048310447,0.031510178,0.14647764,0.16153714
6,0.024524098,0.11883792,0.06709264,0.04399778,0.027231405,0.032806903,0.5343986,0.009451759,0.10193699,0.03972188
7,0.015711464,0.03339207,0.021376623,0.033558037,0.040824912,0.04946271,0.0080903815,0.6790409,0.039322983,0.07921993
8,0.04473209,0.079411894,0.17739424,0.089513265,0.019901449,0.042855147,0.10637365,0.022575114,0.32539362,0.091849536
9,0.06548066,0.07419253,0.076209545,0.16670017,0.040241912,0.11498841,0.07520933,0.034892153,0.10083925,0.25124606
10,0.60994905,0.047432236,0.026185712,0.03232453,0.054119207,0.037744086,0.025549421,0.014102738,0.06441556,0.08817751
11,0.023046136,0.59869903,0.037402473,0.035882615,0.084115855,0.032544997,0.049049716,0.011117882,0.073849894,0.054291364
12,0.028148051,0.12922879,0.3624696,0.05970038,0.030085003,0.1045008,0.11063115,0.014685768,0.105614185,0.0549363
13,0.050571196,0.07710699,0.090906814,0.34457624,0.023408199,0.097277775,0.032438185,0.036848526,0.097695276,0.14917082
14,0.035365485,0.06375473,0.012487745,0.007901055,0.7415888,0.017936772,0.03168987,0.024766477,0.033564657,0.030944452
15,0.013147288,0.03073658,0.024845663,0.04492624,0.034047186,0.63781863,0.008598768,0.10512735,0.06518885,0.035563424
16,0.022048686,0.10787464,0.056648493,0.05940481,0.024205094,0.03306604,0.560292,0.00848461,0.080678694,0.047296993
17,0.035925288,0.08348008,0.026226848,0.060546372,0.10561603,0.03622904,0.0100330375,0.4141371,0.095736764,0.13206948
18,0.061509077,0.07591877,0.03389774,0.092748076,0.023637481,0.17429869,0.020275712,0.20279591,0.2475909,0.06732767
19,0.112797976,0.06515595,0.15377781,0.19301622,0.0141265,0.067526266,0.035869606,0.017249793,0.061431043,0.27904886
20,0.47480494,0.050593995,0.04808316,0.08096873,0.02547935,0.043873027,0.077844866,0.021830464,0.06467254,0.11184891
21,0.03333347,0.43022302,0.059198495,0.06789469,0.0495036,0.050363265,0.08203158,0.016108831,0.13572383,0.07561922
22,0.011657211,0.067595355,0.59047496,0.0854935,0.013516705,0.035390522,0.02303795,0.015943702,0.07277105,0.08411907
23,0.059721626,0.06613558,0.069520704,0.39294112,0.017671661,0.0907215,0.019090556,0.034038518,0.09440266,0.1557561
24,0.029092424,0.106642045,0.030127812,0.024678169,0.6558588,0.020049999,0.03048346,0.024623087,0.037382722,0.041061558
25,0.036964606,0.05867185,0.0774626,0.09005421,0.029367024,0.4328585,0.02570958,0.060738653,0.10760893,0.080564044
26,0.06788076,0.05525912,0.02406567,0.029319046,0.029810624,0.023195138,0.6944708,0.008354918,0.044009235,0.023634646
27,0.058195163,0.068543844,0.029039409,0.050800085,0.31187582,0.07571506,0.0249605,0.23780517,0.042664796,0.100400135
28,0.03826914,0.060027122,0.044431824,0.10698758,0.026124801,0.09550224,0.030305412,0.15147777,0.36471403,0.08216006
