,Prob_1
0,0.734375
1,0.2826287
2,0.029404528
3,0.9669045
4,0.125
5,0.09512868
6,0.9669045
7,0.0013786765
8,0.069087006
9,0.8487443
10,0.21690452
11,0.9854405
12,0.9375
13,0.09375
14,0.9666905
15,0.125
16,0.12315453
17,0.8729405
18,0.8731545
19,0.9354405
20,0.0625
21,0.0625
22,0.9356545
23,0.8731545
24,0.032628678
25,0.8731545
26,0.03125
27,0.9979405
28,0.8731545
29,0.0625
30,0.03125
31,0.8731545
32,0.9669045
33,0.0013786765
34,0.0625
35,0.8729405
36,0.03125
37,0.1875
38,0.24791667
39,0.27940452
40,0.9354405
41,0.06387868
42,0.125
43,0.9669045
44,0.9356545
45,0.0625
46,0.03125
47,0.9666905
48,0.9354405
49,0.9354405
50,0.7460712
51,0.125
52,0.15440452
53,0.9375
54,0.21875
55,0.125
56,0.37315452
57,0.9044045
58,0.7169045
59,0.09375
60,0.21875
61,0.15625
62,0.015625
63,0.90603596
64,0.125
65,0.125
66,0.9356545
67,0.09375
68,0.9669045
69,0.8020833
70,0.0625
71,0.9041905
72,0.8419045
73,0.87637866
74,0.12315453
75,0.09512868
76,0.0
77,0.9354405
78,0.030783204
79,0.0
80,0.8729405
81,0.09375
82,0.09375
83,0.27940452
84,0.03125
85,0.0625
86,0.9354405
87,0.25
88,0.0
89,0.0013786765
90,0.8416905
91,0.990128
92,0.9979405
93,0.09375
94,0.03125
95,0.9666905
96,0.8487443
97,0.9044045
98,0.9666905
99,0.7794045
100,0.8729405
101,0.9354405
102,0.9356545
103,0.8731545
104,0.9044045
105,0.125
106,0.15625
107,0.21690452
108,0.9666905
109,0.9354405
110,0.9354405
111,0.75
112,0.125
113,0.15625
114,0.09375
115,0.9356545
116,0.03125
117,0.9354405
118,0.15762867
119,0.9356545
120,0.7794045
121,0.31044048
122,0.0
123,0.0013786765
124,0.09375
125,0.8710712
126,0.21875
127,0.9041905
128,0.8104405
129,0.03125
130,0.9041905
131,0.0
132,0.84375
133,0.93728596
134,0.875
135,0.032628678
136,0.032628678
137,0.03125
138,0.7794045
139,0.9356545
140,0.09375
141,0.9041905
142,0.03125
143,0.8708572
144,0.125
145,0.37478596
146,0.0
147,0.0625
148,0.09375
149,0.27940452
150,0.03125
151,0.9424943
152,0.9044045
153,0.125
154,0.21875
155,0.0
156,0.0013786765
157,0.21875
158,0.9354405
159,0.9044045
160,0.27919048
161,0.125
162,0.31228596
163,0.15440452
164,0.9356545
165,0.0
166,0.9356545
167,0.90625
168,0.21690452
169,0.9669045
170,0.43565452
171,0.625
172,0.9669045
173,0.9356545
174,0.09512868
175,0.9041905
176,0.9041905
177,0.15762867
178,0.9356545
179,0.71875
180,0.03125
181,0.21875
182,0.24815452
183,0.9669045
184,0.9041905
185,0.9356545
186,0.9666905
187,0.12637867
188,0.9044045
189,0.71875
190,0.0625
191,0.8731545
192,0.8729405
193,0.8419045
194,0.125
195,0.09375
196,0.2513787
197,0.8710712
198,0.8106545
199,0.03125
200,0.9356545
201,0.9354405
202,0.0625
203,0.90603596
204,0.9981545
205,0.8419045
206,0.9979405
207,0.96875
208,0.09512868
209,0.9041905
210,0.21669048
211,0.81387866
212,0.8419045
213,0.9669045
214,0.06387868
215,0.9044045
216,0.15625
217,0.0
218,0.9356545
219,0.8729405
220,0.943467
221,0.032628678
222,0.0
223,0.0
224,0.8729405
225,0.16145833
226,0.90603596
227,0.09375
228,0.9979405
229,0.125
230,0.12315453
231,0.9354405
232,0.9669045
233,0.24815452
234,0.9356545
235,0.1640625
236,0.7773212
237,0.0625
238,0.03125
239,0.9666905
240,0.9041905
241,0.09512868
242,0.9044045
243,0.9666905
244,0.2182832
245,0.9356545
246,0.8416905
247,0.0625
248,0.0
249,0.8419045
250,0.16145833
251,0.31065452
252,0.8729405
253,0.9669045
254,0.9354405
255,0.927842
256,0.09190453
257,0.7794045
258,0.9666905
259,0.09512868
260,0.09375
261,0.032628678
262,0.0625
263,0.03125
264,0.0013786765
265,0.9666905
266,0.9041905
267,0.65625
268,0.032628678
269,0.82940453
270,0.9669045
271,0.03125
272,0.9356545
273,0.8432832
274,0.9356545
275,0.09375
276,0.7794045
277,0.43565452
278,0.921875
279,0.9979405
280,0.032628678
281,0.9041905
282,0.8729405
283,0.9356545
284,0.24607119
285,0.125
286,0.9666905
287,0.7786999
288,0.0
289,0.09375
290,0.9666905
291,0.625
292,0.9979405
293,0.16145833
294,0.0625
295,0.75
296,0.9669045
297,0.9666905
298,0.09375
299,0.09375
300,0.9354405
301,0.84353596
302,0.71875
303,0.0625
304,0.06387868
305,0.09375
306,0.7773212
307,0.9354405
308,0.9041905
309,0.9375
310,0.03125
311,0.9666905
312,0.7479405
313,0.12637867
314,0.09375
315,0.09375
316,0.093283206
317,0.71875
318,0.9979405
319,0.15625
320,0.9041905
321,0.9666905
322,0.9041905
323,0.9356545
324,0.9669045
325,0.9666905
326,0.9666905
327,0.8708572
328,0.125
329,0.9021072
330,0.875
331,0.15440452
332,0.9354405
333,0.9666905
334,0.0
335,0.9666905
336,0.9354405
337,0.0625
338,0.9356545
339,0.125
340,0.06065453
341,0.8046875
342,0.03125
343,0.1875
344,0.25
345,0.9044045
346,0.0625
347,0.9356545
348,0.032628678
349,0.25
350,0.9375
351,0.03125
352,0.65625
353,0.9375
354,0.81228596
355,0.9666905
356,0.06387868
357,0.0625
358,0.0
359,0.125
360,0.03125
361,0.18565452
362,0.03125
363,0.03125
364,0.03125
365,0.24815452
366,0.9669045
367,0.28125
368,0.125
369,0.9044045
370,0.15440452
371,0.9666905
372,0.15625
373,0.0390625
374,0.9356545
375,0.8419045
376,0.6875
377,0.8729405
378,0.9041905
379,0.1875
380,0.17661653
381,0.8106545
382,0.7791905
383,0.09512868
384,0.0
385,0.9356545
386,0.90603596
387,0.03125
388,0.09375
389,0.9356545
390,0.0625
391,0.9669045
392,0.125
393,0.27940452
394,0.12637867
395,0.34190452
396,0.9669045
397,0.09375
398,0.84375
399,0.9666905
400,0.09375
401,0.9981545
402,0.0
403,0.0625
404,0.9666905
405,0.0625
406,0.8085712
407,0.96853596
408,0.0625
409,0.09375
410,0.78125
411,0.9669045
412,0.7771072
413,0.03125
414,0.9562738
415,0.9356545
416,0.28103596
417,0.0013786765
418,0.09512868
419,0.9669045
420,0.9669045
421,0.125
422,0.9041905
423,0.8419045
424,0.8731545
425,0.032628678
426,0.771378
427,0.9981545
428,0.75
429,0.06387868
430,0.0625
431,0.0
432,0.9979405
433,0.0625
434,0.84375
435,0.1557832
436,0.9041905
437,0.125
438,0.9044045
439,0.06387868
440,0.41981548
441,0.0
442,0.15625
443,0.9041905
444,0.12637867
445,0.990342
446,0.8419045
447,0.9354405
448,0.0625
449,0.09190453
450,0.09375
451,0.06065453
452,0.93728596
453,0.8416905
454,0.8729405
455,0.84353596
456,0.9356545
457,0.81228596
458,0.0625
459,0.125
460,0.0625
461,0.3359375
462,0.9666905
463,0.9354405
464,0.0625
465,0.9666905
466,0.0625
467,0.06387868
468,0.9669045
469,0.9666905
470,0.03125
471,0.0625
472,0.25
473,0.15625
474,0.9354405
475,0.68887866
476,0.25
477,0.27919048
478,0.9041905
479,0.9981545
480,0.84375
481,0.03125
482,0.87478596
483,0.0625
484,0.03125
485,0.03125
486,0.0
487,0.1875
488,0.84353596
489,0.90603596
490,0.09375
491,0.9041905
492,0.06387868
493,0.03125
494,0.8419045
495,0.9356545
496,0.9875238
497,0.7791905
498,0.0625
499,0.9666905
500,0.15625
501,0.09190453
502,0.9354405
503,0.18887867
504,0.0013786765
505,0.18565452
506,0.0625
507,0.09375
508,0.9979405
509,0.125
510,0.37478596
511,0.15440452
