,Prob_0,Prob_1,Prob_2,Prob_3,Prob_4,Prob_5,Prob_6,Prob_7,Prob_8,Prob_9
0,0.0,0.03125,0.8125,0.0,0.0,0.03125,0.0,0.0625,0.0,0.0625
1,0.0,0.625,0.15625,0.0,0.0,0.09375,0.0,0.0,0.03125,0.09375
2,0.0,0.84375,0.0,0.0,0.0625,0.0,0.0,0.0625,0.03125,0.0
3,0.0,0.03125,0.03125,0.0625,0.0,0.0,0.0,0.0,0.0,0.875
4,0.0,0.0625,0.03125,0.0,0.0,0.0,0.0,0.0,0.875,0.03125
5,0.0,0.0,0.0,0.0625,0.0,0.0,0.0625,0.0,0.8125,0.0625
6,0.0,0.03125,0.0,0.0,0.0,0.03125,0.0,0.9375,0.0,0.0
7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.03125,0.0,0.03125,0.03125,0.03125,0.03125,0.0,0.0,0.84375
9,0.0,0.0,0.03125,0.03125,0.09375,0.0625,0.0,0.71875,0.0625,0.0
10,0.03125,0.0,0.0,0.0,0.875,0.03125,0.0625,0.0,0.0,0.0
11,0.0,0.0,0.03125,0.7083333,0.0,0.0625,0.0,0.0,0.1875,0.010416667
12,0.0,0.0,0.03125,0.0,0.0,0.03125,0.0,0.03125,0.0,0.90625
13,0.03125,0.0,0.0,0.0,0.03125,0.09375,0.03125,0.78125,0.0,0.03125
14,0.90625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.03125
15,0.96875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125
16,0.0,0.0625,0.0,0.0,0.03125,0.0,0.84375,0.0,0.0625,0.0
17,0.03125,0.0,0.0,0.09375,0.0,0.0625,0.0,0.0,0.03125,0.78125
18,0.03125,0.0625,0.0,0.03125,0.84375,0.0,0.03125,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.875,0.0,0.03125,0.03125,0.03125,0.03125
20,0.03125,0.6875,0.0,0.03125,0.125,0.0,0.0,0.03125,0.03125,0.0625
21,0.0,0.0,0.0,0.0,0.0,0.03125,0.0,0.96875,0.0,0.0
22,0.0,0.03125,0.0625,0.8125,0.0,0.0,0.0,0.03125,0.0,0.0625
23,0.0,0.0625,0.0,0.0,0.0,0.0,0.90625,0.0,0.03125,0.0
24,0.0,0.0625,0.03125,0.0,0.0,0.0,0.03125,0.0,0.0,0.875
25,0.0,0.03125,0.9375,0.0,0.0,0.03125,0.0,0.0,0.0,0.0
26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.03125,0.0,0.0,0.0,0.96875,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.90625,0.03125,0.03125,0.03125,0.0,0.0
29,0.0,0.0625,0.0,0.0,0.03125,0.84375,0.03125,0.0,0.0,0.03125
30,0.0,0.0625,0.09375,0.03125,0.0,0.03125,0.0,0.0,0.71875,0.0625
31,0.125,0.0,0.0,0.0,0.09375,0.0,0.78125,0.0,0.0,0.0
32,0.0,0.03125,0.0,0.03125,0.0,0.03125,0.0,0.15625,0.71875,0.03125
33,0.0,0.78125,0.0,0.0,0.09375,0.0,0.0,0.03125,0.09375,0.0
34,0.0,0.0625,0.03125,0.0,0.15625,0.0625,0.5,0.09375,0.09375,0.0
35,0.0,0.09375,0.78125,0.03125,0.03125,0.0,0.0,0.0,0.0625,0.0
36,0.0,0.0,0.03125,0.0,0.0,0.09375,0.0,0.0,0.875,0.0
37,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,0.03125,0.03125,0.0,0.0,0.84375,0.0,0.0625,0.03125,0.0
39,0.0,0.03125,0.0,0.0,0.75,0.0625,0.0625,0.0625,0.0,0.03125
40,0.0,0.0,0.0,0.0625,0.0,0.875,0.0,0.0,0.0,0.0625
41,0.0,0.90625,0.03125,0.0,0.0,0.0,0.03125,0.0,0.03125,0.0
42,0.0,0.03125,0.03125,0.0,0.03125,0.0,0.90625,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
44,0.0,0.0625,0.09375,0.09375,0.0,0.03125,0.0,0.0,0.71875,0.0
45,0.03125,0.0,0.0,0.0,0.0,0.9375,0.0,0.0,0.0,0.03125
46,0.0,0.0,0.0,0.0,0.0,0.8125,0.0,0.03125,0.0625,0.09375
47,0.09375,0.03125,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0,0.09375,0.8125,0.03125,0.0,0.03125,0.03125
49,0.03125,0.03125,0.03125,0.0,0.03125,0.78125,0.0625,0.0,0.03125,0.0
50,0.0,0.0,0.21875,0.75,0.0,0.0,0.0,0.03125,0.0,0.0
51,0.0,0.0,0.875,0.0625,0.0,0.0,0.0,0.0,0.03125,0.03125
52,0.03125,0.0,0.0,0.0,0.0,0.0625,0.0,0.0625,0.0,0.84375
53,0.90625,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.03125
54,0.0,0.0,0.0,0.03125,0.0,0.03125,0.0,0.9375,0.0,0.0
55,0.0,0.0,0.03125,0.0625,0.0,0.0625,0.0,0.0,0.75,0.09375
56,0.0,0.09375,0.09375,0.0,0.09375,0.0,0.6875,0.0,0.0,0.03125
57,0.03125,0.0,0.03125,0.0,0.03125,0.0625,0.0,0.0,0.0,0.84375
58,0.0,0.03125,0.03125,0.03125,0.0,0.0625,0.0,0.0,0.0,0.84375
59,0.0,0.0625,0.0,0.0,0.75,0.03125,0.09375,0.0,0.03125,0.03125
60,0.0,0.0,0.0,0.0,0.0,0.8125,0.09375,0.03125,0.03125,0.03125
61,0.03125,0.0,0.0,0.03125,0.0,0.0,0.0,0.03125,0.84375,0.0625
62,0.0,0.0,0.03125,0.03125,0.0,0.0625,0.0,0.09375,0.75,0.03125
63,0.0,0.0,0.0,0.0,0.0,0.90625,0.0,0.0625,0.0,0.03125
64,0.0,0.625,0.03125,0.0625,0.03125,0.03125,0.0,0.09375,0.03125,0.09375
65,0.0,0.0,0.0,0.90625,0.0,0.03125,0.0,0.0,0.0625,0.0
66,0.0,0.0625,0.0,0.03125,0.03125,0.0,0.0,0.0,0.875,0.0
67,0.0,0.03125,0.0,0.0,0.1875,0.15625,0.0,0.03125,0.03125,0.5625
68,0.0,0.09375,0.0,0.0,0.03125,0.0,0.84375,0.0,0.03125,0.0
69,0.0,0.78125,0.15625,0.0,0.0,0.0,0.0,0.0,0.0625,0.0
70,0.0,0.0,0.0,0.0,0.75,0.03125,0.0625,0.125,0.0,0.03125
71,0.03125,0.0,0.75,0.0,0.0625,0.0,0.0,0.0625,0.03125,0.0625
72,0.0,0.03125,0.0,0.0,0.0625,0.0,0.03125,0.03125,0.8125,0.03125
73,0.0,0.0,0.0625,0.09375,0.0,0.0,0.0625,0.0,0.75,0.03125
74,0.0625,0.0625,0.0,0.0,0.75,0.0625,0.0625,0.0,0.0,0.0
75,0.0,0.0625,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,0.0,0.90625,0.0,0.03125,0.0,0.0,0.03125,0.0,0.03125,0.0
77,0.0625,0.03125,0.0,0.0,0.875,0.0,0.0,0.0,0.03125,0.0
78,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,0.0,0.0,0.84375,0.0625,0.0,0.03125,0.0,0.0,0.0625,0.0
80,0.0,0.0,0.0,0.0625,0.0,0.03125,0.0,0.0625,0.84375,0.0
81,0.0,0.71875,0.0625,0.0,0.03125,0.03125,0.0625,0.0,0.09375,0.0
82,0.0,0.15625,0.84375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,0.03125,0.03125,0.0,0.03125,0.0,0.71875,0.09375,0.03125,0.0,0.0625
84,0.0,0.0625,0.0,0.0,0.875,0.0,0.03125,0.0,0.03125,0.0
85,0.0625,0.0,0.0,0.0,0.0,0.0,0.9375,0.0,0.0,0.0
86,0.0,0.03125,0.0,0.0,0.0,0.03125,0.0,0.0,0.0,0.9375
87,0.0,0.78125,0.0,0.03125,0.03125,0.0,0.0,0.0,0.15625,0.0
