,Prob_1
0,1.0
1,1.0
2,0.83446985
3,1.0
4,0.8320406
5,1.192093e-07
6,0.83046424
7,0.83086175
8,1.0
9,1.0
10,1.0
11,0.83613884
12,1.0
13,0.83306134
14,1.192093e-07
15,0.8667833
16,0.90320367
17,0.8539516
18,0.8295961
19,0.8666311
20,0.87053114
21,1.0
22,0.8451304
23,0.83237994
24,0.8341909
25,1.192093e-07
26,0.83265746
27,1.0
28,0.87297076
29,0.83097035
30,0.83277005
31,0.61534065
32,0.8020647
33,0.924466
34,0.88061523
35,0.8322727
36,0.84158444
37,1.0
38,1.192093e-07
39,1.0
40,1.0
41,1.0
42,0.69749486
43,1.0
44,1.0
45,1.192093e-07
46,0.8321606
47,1.0
48,0.8335983
49,1.0
50,1.192093e-07
51,1.0
52,1.0
53,1.0
54,0.51156175
55,0.8313996
56,1.192093e-07
57,1.192093e-07
58,1.0
59,1.0
60,1.192093e-07
61,1.0
62,1.0
63,1.0
64,1.0
65,1.0
66,0.7928518
67,0.8299663
68,0.92161125
69,1.192093e-07
70,0.8508204
71,0.6051857
72,0.80506635
73,1.192093e-07
74,1.0
75,0.85942155
76,1.0
77,1.0
78,1.0
79,1.0
80,0.9325164
81,0.7669657
82,0.83121794
83,1.0
84,1.0
85,0.8297753
86,1.0
87,1.0
88,0.90299475
89,0.83308876
90,1.0
91,0.9145753
92,1.0
93,0.78010076
94,0.8432607
95,1.192093e-07
96,0.83180183
97,0.5580518
98,0.8308899
99,0.8319013
100,1.0
101,0.89064956
102,1.0
103,1.0
104,0.833981
105,0.8334501
106,1.0
107,0.8676738
108,0.77585316
109,0.91684324
110,0.6522731
111,1.0
112,0.77098686
113,1.0
114,0.83310676
115,0.9383938
116,1.0
117,1.192093e-07
118,1.0
119,0.75727713
120,1.0
121,0.6527482
122,1.192093e-07
123,1.0
124,0.8321233
125,0.8315837
126,1.192093e-07
127,0.87720186
