,Prob_0,Prob_1,Prob_2
0,0.03601039,0.044715304,0.91927433
1,0.07223374,0.84599406,0.08177218
2,0.03334984,0.11529444,0.85135573
3,0.035678376,0.1230431,0.84127855
4,0.03601039,0.044715304,0.91927433
5,0.026469626,0.94585264,0.027677737
6,0.02892415,0.9408315,0.03024429
7,0.06667427,0.8578472,0.07547858
8,0.9070716,0.05053803,0.042390414
9,0.9070716,0.05053803,0.042390414
10,0.9070716,0.05053803,0.042390414
11,0.026348311,0.94382405,0.029827606
12,0.026469626,0.94585264,0.027677737
13,0.026469626,0.94585264,0.027677737
14,0.03601039,0.044715304,0.91927433
15,0.9070716,0.05053803,0.042390414
16,0.02892415,0.9408315,0.03024429
17,0.9070716,0.05053803,0.042390414
