,Prob_1
0,1.0
1,1.0
2,1.0
3,0.91065645
4,1.0
5,0.6080715
6,1.0
7,1.0
8,0.70295835
9,0.71495306
10,1.0
11,1.0
12,1.0
13,0.5882063
14,0.8975549
15,1.0
16,1.0
17,1.0
18,1.0
19,0.8674515
20,0.9448329
21,0.9811894
22,1.0
23,1.0
24,1.0
25,1.0
26,1.0
27,1.0
28,1.0
29,1.0
30,1.0
31,1.0
32,1.0
33,1.0
34,1.0
35,1.0
36,0.6748073
37,0.9851221
38,0.9512746
39,0.77633256
40,0.5954277
41,0.9487849
42,1.0
43,1.0
44,0.7270503
45,1.0
46,0.97257626
47,0.65823406
48,0.9456807
49,0.881922
50,0.9715361
51,0.94795954
52,0.9717081
53,1.0
54,1.0
55,0.9702353
56,1.0
57,1.0
58,0.9511414
59,0.9748674
60,0.98020744
61,0.9727092
62,1.0
63,0.9782392
64,1.0
65,1.0
66,0.9764638
67,0.9786981
68,0.9724396
69,0.978996
70,1.0
71,0.97798866
72,1.0
73,0.5283961
74,0.9333388
75,1.0
76,0.9739553
77,1.0
78,1.0
79,0.9435587
80,0.9573218
81,0.95635647
82,1.0
83,1.0
84,0.953083
85,1.0
86,0.6595459
87,1.0
88,0.9572765
89,0.69525504
90,0.7128648
91,0.71263623
92,1.192093e-07
93,0.8762693
94,1.0
95,1.0
96,0.98366296
97,0.9763694
98,0.97016567
99,0.57507074
100,1.0
101,0.9592457
102,0.96918595
103,0.97863513
104,0.979317
105,1.192093e-07
106,0.9644211
107,0.9738426
108,1.0
109,0.95998156
110,0.9750616
111,0.9813596
112,0.9198501
113,0.9840991
114,0.9747034
115,0.9371318
116,0.9805064
117,1.0
118,1.0
119,1.0
120,0.96835274
121,1.0
122,1.0
123,0.8728074
124,0.95880663
125,0.860208
126,1.192093e-07
127,1.0
128,0.8603125
129,1.0
130,0.9704411
131,1.0
132,1.0
133,1.192093e-07
134,1.0
135,0.906228
136,0.9549342
137,0.9814552
138,1.0
139,0.98389083
140,0.98041344
141,1.0
142,0.9675853
143,0.9263608
144,0.9756363
145,0.9762148
146,0.923978
147,0.7316024
148,0.81637186
149,0.85603684
150,0.95236725
151,0.9713197
152,0.9735365
153,0.9824828
154,0.9017047
155,0.9625154
156,1.0
157,1.0
158,0.9735673
159,0.97055495
160,0.95379716
161,1.0
162,1.0
163,0.9683842
164,1.0
165,0.8350519
166,0.9831138
167,1.0
168,1.0
169,0.7937908
170,0.9717107
171,1.0
172,1.0
173,0.98774654
