,Prob_0,Prob_1,Prob_2
0,0.55409056,0.31297246,0.13293687
1,0.53761905,0.30603504,0.1563459
2,0.5445357,0.3126106,0.1428538
3,0.5264559,0.31636524,0.15717894
4,0.552997,0.31697908,0.13002382
5,0.5395055,0.32845923,0.13203526
6,0.53371155,0.32520318,0.14108528
7,0.54391694,0.3144285,0.1416546
8,0.5227198,0.31421584,0.16306436
9,0.5393793,0.30632657,0.15429413
10,0.5590959,0.31302482,0.12787926
11,0.5318747,0.32091406,0.14721125
12,0.54066706,0.3045044,0.15482855
13,0.5480737,0.30919036,0.142736
14,0.5865436,0.30543667,0.1080198
15,0.56191134,0.33061048,0.107478194
16,0.56089514,0.32136324,0.11774151
17,0.5490081,0.31652144,0.13447057
18,0.5511377,0.31638446,0.13247778
19,0.5464249,0.32570443,0.12787054
20,0.54042745,0.31006533,0.14950718
21,0.5401154,0.32669067,0.13319391
22,0.56445694,0.31696087,0.11858208
23,0.5111585,0.3269284,0.16191317
24,0.5085284,0.32936805,0.1621035
25,0.5257122,0.30814222,0.16614567
26,0.5246122,0.32480806,0.15057969
27,0.55042225,0.3127704,0.13680726
28,0.5536401,0.3090443,0.13731551
29,0.52431905,0.31865296,0.15702799
30,0.5240723,0.31435236,0.16157536
31,0.54198754,0.3138928,0.1441196
32,0.56229377,0.32373387,0.11397227
33,0.57136756,0.3204376,0.10819489
34,0.53386134,0.30998397,0.15615472
35,0.55550134,0.30532274,0.13917597
36,0.5667223,0.30365393,0.12962373
37,0.5556059,0.31567428,0.12871987
38,0.53307,0.314004,0.15292595
39,0.5459822,0.31255528,0.14146255
40,0.55221003,0.31675604,0.1310339
41,0.5044667,0.30127686,0.19425648
42,0.5371511,0.3189539,0.14389507
43,0.511499,0.33793247,0.15056856
44,0.51107097,0.34324202,0.145687
45,0.5294631,0.31190675,0.1586301
46,0.5465401,0.32375777,0.12970226
47,0.5362641,0.31613448,0.14760146
48,0.5568452,0.31488082,0.12827405
49,0.5473216,0.3107166,0.14196183
50,0.20613872,0.3714466,0.42241466
51,0.21075056,0.38207722,0.40717217
52,0.18534628,0.35949424,0.45515952
53,0.21238421,0.34627646,0.4413393
54,0.19094852,0.35341534,0.4556361
55,0.19791335,0.3578643,0.44422242
56,0.19627245,0.38269475,0.42103285
57,0.27546763,0.36455402,0.35997838
58,0.20319033,0.3579165,0.43889317
59,0.22644459,0.37398666,0.3995688
60,0.24570148,0.34332475,0.41097373
61,0.21953373,0.38166007,0.39880624
62,0.22813238,0.33406097,0.43780664
63,0.18827093,0.35626113,0.45546788
64,0.26670748,0.38787574,0.34541678
65,0.22066773,0.376797,0.40253526
66,0.19577816,0.3713144,0.43290752
67,0.23536757,0.3612902,0.4033422
68,0.17729805,0.32246727,0.50023466
69,0.23569995,0.3582034,0.40609655
70,0.17607729,0.37511724,0.44880548
71,0.23611386,0.37205547,0.39183068
72,0.16296972,0.32458597,0.5124443
73,0.19341527,0.34950808,0.4570767
74,0.22113407,0.36786494,0.41100097
75,0.21576518,0.37080353,0.41343132
76,0.18556005,0.34515277,0.46928713
77,0.16743594,0.35067236,0.48189166
78,0.19584385,0.36404595,0.44011027
79,0.27668726,0.3641711,0.35914156
80,0.23829678,0.35589322,0.40581003
81,0.25001562,0.35704195,0.3929424
82,0.24071665,0.36910272,0.39018065
83,0.15181784,0.32908013,0.51910204
84,0.19396816,0.37185797,0.4341739
85,0.21069404,0.39779326,0.39151263
86,0.1960446,0.36709422,0.43686122
87,0.19426705,0.33058828,0.47514468
88,0.23155098,0.38266864,0.38578036
89,0.2187448,0.3573827,0.4238724
90,0.200386,0.34968385,0.44993007
91,0.1974079,0.36562258,0.43696958
92,0.22953194,0.361078,0.40939006
93,0.27215725,0.36058876,0.367254
94,0.21294163,0.3621527,0.42490572
95,0.22921307,0.376904,0.3938829
96,0.221247,0.37307844,0.40567455
97,0.21915229,0.36850634,0.41234142
98,0.30359668,0.37266564,0.3237378
99,0.22466594,0.37042987,0.40490422
100,0.101292156,0.32175037,0.57695746
101,0.14037575,0.32912517,0.53049904
102,0.1135563,0.30997676,0.5764669
103,0.12797198,0.31907898,0.552949
104,0.11148632,0.31465688,0.57385683
105,0.08929059,0.2760409,0.63466847
106,0.16651174,0.34310046,0.49038783
107,0.10386768,0.28576636,0.6103659
108,0.11304505,0.28495836,0.6019966
109,0.10926077,0.34089795,0.5498412
110,0.15664527,0.36189184,0.48146296
111,0.134837,0.31963453,0.5455285
112,0.1293775,0.32894704,0.54167545
113,0.13629732,0.32086778,0.54283494
114,0.1282626,0.33632147,0.535416
115,0.13653915,0.3543202,0.50914073
116,0.13653846,0.329811,0.5336505
117,0.099453084,0.32270315,0.57784384
118,0.072646216,0.23784263,0.6895112
119,0.1484218,0.3033076,0.54827064
120,0.11994619,0.33218664,0.5478672
121,0.14824732,0.3443614,0.50739133
122,0.08641448,0.2608953,0.65269023
123,0.1578317,0.33703044,0.50513786
124,0.1266515,0.33928284,0.5340656
125,0.122809984,0.31916162,0.55802834
126,0.16521682,0.34742075,0.48736238
127,0.16461664,0.35601032,0.47937313
128,0.117591254,0.31167445,0.57073426
129,0.13318242,0.31606922,0.5507484
130,0.10824226,0.28877804,0.6029797
131,0.11775283,0.33836767,0.5438795
132,0.11483443,0.31130356,0.573862
133,0.16040276,0.33477473,0.50482243
134,0.13171946,0.30156994,0.5667106
135,0.1053218,0.3005081,0.59417003
136,0.12402065,0.35403815,0.52194124
137,0.13832964,0.33630973,0.5253606
138,0.16992964,0.360842,0.4692284
139,0.13722056,0.33984393,0.52293545
140,0.11813081,0.33074805,0.5511211
141,0.14782016,0.35655499,0.49562484
142,0.14037575,0.32912517,0.53049904
143,0.110839695,0.32238835,0.566772
144,0.11654746,0.3409177,0.5425349
145,0.13775027,0.3442548,0.51799494
146,0.14391613,0.32042408,0.53565985
147,0.14487922,0.34286612,0.51225466
148,0.13595656,0.36438042,0.499663
149,0.15217301,0.34801415,0.49981284
