,Prob_0,Prob_1,Prob_2
0,0.6523736,0.07238401,0.2752424
1,0.6541329,0.07335897,0.27250814
2,0.6551106,0.073911116,0.2709783
3,0.6493545,0.070763715,0.27988175
4,0.6514065,0.07185793,0.27673548
5,0.6349014,0.06379636,0.30130222
6,0.64719564,0.06964351,0.28316087
7,0.64951324,0.070847295,0.27963948
8,0.6524982,0.0724523,0.2750495
9,0.654113,0.07334783,0.2725391
10,0.6496717,0.07093096,0.27939722
11,0.64558154,0.06882587,0.28559265
12,0.6570511,0.07502972,0.2679192
13,0.66321915,0.078805916,0.25797498
14,0.65846765,0.07586631,0.26566604
15,0.6398962,0.06607066,0.29403314
16,0.6475388,0.06981954,0.28264168
17,0.6488971,0.07052376,0.28057918
18,0.6407192,0.06645798,0.29282293
19,0.644191,0.06813443,0.2876745
20,0.6452532,0.06866155,0.28608516
21,0.6410791,0.06662866,0.29229218
22,0.66103894,0.07743051,0.2615305
23,0.6331319,0.063020594,0.3038475
24,0.6360756,0.06431959,0.2996048
25,0.6486839,0.07041242,0.2809036
26,0.6391477,0.06572155,0.29513073
27,0.6498621,0.07103163,0.27910626
28,0.6533334,0.07291298,0.27375364
29,0.6462336,0.06915418,0.28461218
30,0.64723825,0.069665365,0.28309637
31,0.64417833,0.06812819,0.2876934
32,0.6501274,0.07117237,0.27870026
33,0.6504004,0.07131772,0.27828184
34,0.65068346,0.07146897,0.27784753
35,0.6591747,0.07629042,0.26453492
36,0.6569504,0.07497097,0.2680786
37,0.6543895,0.07350312,0.27210745
38,0.65486723,0.07377299,0.27135974
39,0.6499572,0.07108202,0.2789608
40,0.65142685,0.07186888,0.27670425
41,0.6555544,0.07416421,0.27028152
42,0.6538272,0.073187836,0.27298504
43,0.63084584,0.062040076,0.3071141
44,0.62729776,0.060564425,0.3121379
45,0.65026236,0.0712442,0.27849334
46,0.64472944,0.06840074,0.2868698
47,0.651782,0.07206134,0.2761567
48,0.6492269,0.07069664,0.28007644
49,0.6529937,0.07272501,0.27428123
50,0.5473973,0.026462745,0.42613995
51,0.54909766,0.026122775,0.4247795
52,0.54180753,0.023640366,0.4345521
53,0.5660267,0.032176714,0.40179658
54,0.5471643,0.026608782,0.42622682
55,0.56038225,0.024190366,0.4154274
56,0.5432816,0.02261355,0.43410483
57,0.58605194,0.04081342,0.37313455
58,0.55368054,0.026576353,0.41974315
59,0.5649218,0.02999698,0.40508118
60,0.58289665,0.038939293,0.378164
61,0.55460626,0.02830006,0.4170937
62,0.5713144,0.03412189,0.39456365
63,0.55226773,0.023213916,0.42451832
64,0.56932896,0.03695702,0.393714
65,0.5525279,0.02983256,0.4176395
66,0.5528199,0.022780744,0.42439935
67,0.5747225,0.030742586,0.39453486
68,0.54768574,0.027623618,0.4246906
69,0.5738527,0.03374215,0.3924051
70,0.5356179,0.01978975,0.44459236
71,0.56303126,0.033969928,0.40299886
72,0.5434772,0.022267917,0.4342549
73,0.5593648,0.023401564,0.41723374
74,0.5586016,0.030354375,0.41104406
75,0.5530005,0.029631168,0.41736832
76,0.54575634,0.024792671,0.42945102
77,0.53384995,0.021751007,0.44439903
78,0.55095506,0.025075763,0.42396912
79,0.58145773,0.040657718,0.3778845
80,0.57503104,0.035241388,0.3897276
81,0.5791436,0.0369469,0.38390943
82,0.56936246,0.03428922,0.3963483
83,0.53964823,0.018744458,0.4416073
84,0.5537119,0.021861576,0.42442653
85,0.5469812,0.023267414,0.42975134
86,0.54546297,0.025392367,0.42914465
87,0.5552891,0.029116469,0.41559446
88,0.5650697,0.028352441,0.40657794
89,0.56618917,0.03131161,0.4024992
90,0.56636375,0.025277486,0.4083588
91,0.5534131,0.024116471,0.42247048
92,0.568405,0.03296268,0.39863244
93,0.58523554,0.0421783,0.3725862
94,0.5639532,0.028056072,0.40799072
95,0.5675442,0.027643634,0.40481207
96,0.56353575,0.02786362,0.40860063
97,0.5599701,0.029315755,0.41071418
98,0.5889218,0.043524403,0.3675538
99,0.5644245,0.029740524,0.40583494
100,0.48742646,0.010732839,0.50184065
101,0.5281063,0.017640775,0.454253
102,0.5034317,0.01433901,0.48222935
103,0.5232035,0.014729948,0.46206653
104,0.50278836,0.013255328,0.48395625
105,0.489069,0.010642832,0.5002881
106,0.5478283,0.020871734,0.4312999
107,0.5062506,0.011913793,0.4818356
108,0.51686317,0.014649339,0.4684875
109,0.4827706,0.011765177,0.50546426
110,0.52103555,0.018895332,0.46006915
111,0.52305764,0.017980972,0.45896137
112,0.51033026,0.016639294,0.47303042
113,0.5258188,0.018598871,0.4555823
114,0.5073751,0.016820781,0.4758041
115,0.5062292,0.016325602,0.47744521
116,0.523864,0.015958846,0.46017715
117,0.48397115,0.009433758,0.5065951
118,0.47421387,0.009384379,0.51640177
119,0.5429324,0.020466682,0.4366009
120,0.49861133,0.014661086,0.48672763
121,0.5274344,0.018417476,0.45414808
122,0.4891149,0.010255425,0.50062966
123,0.53277194,0.021855274,0.44537282
124,0.5075552,0.014068241,0.47837657
125,0.5134484,0.013676613,0.47287494
126,0.5344204,0.022246934,0.44333267
127,0.5335598,0.02012194,0.4463183
128,0.5104537,0.014941064,0.47460523
129,0.5226029,0.015245815,0.46215126
130,0.50495344,0.013624449,0.4814221
131,0.49660504,0.011703645,0.4916913
132,0.506292,0.014837691,0.47887036
133,0.5422471,0.019708648,0.43804434
134,0.5386726,0.014617158,0.44671026
135,0.48995143,0.0143760685,0.49567258
136,0.49780312,0.013180357,0.48901644
137,0.5241637,0.015416153,0.4604201
138,0.53524995,0.020768069,0.4439819
139,0.51130587,0.017657252,0.4710369
140,0.49669734,0.014930552,0.48837206
141,0.50710773,0.0203874,0.4725049
142,0.5281063,0.017640775,0.454253
143,0.49591503,0.012918901,0.49116606
144,0.49086335,0.013673443,0.4954632
145,0.5066046,0.018822545,0.47457275
