,Prob_1
0,0.7270729
1,0.11925168
2,0.72278476
3,0.8438401
4,0.14158413
5,0.23758803
6,0.73639375
7,0.36899427
8,0.30913225
9,0.59710747
10,0.19554663
11,0.876894
12,0.8384543
13,0.15629853
14,0.97860247
15,0.57261884
16,0.38472998
17,0.83148324
18,0.7234679
19,0.87889206
20,0.15910733
21,0.11947815
22,0.8117725
23,0.94102633
24,0.073874526
25,0.90963405
26,0.48014688
27,0.9678505
28,0.94892156
29,0.08310428
30,0.15494944
31,0.8943094
32,0.19950509
33,0.06365239
34,0.5081047
35,0.891886
36,0.6572248
37,0.6941002
38,0.57950217
39,0.5834859
40,0.48496878
41,0.2917396
42,0.36651
43,0.60697985
44,0.83192474
45,0.5368335
46,0.07563003
47,0.8578806
48,0.96836877
49,0.81246954
50,0.51579773
51,0.6406093
52,0.108378164
53,0.7453422
54,0.9681485
55,0.5037808
56,0.65291065
57,0.80143386
58,0.54828805
59,0.38037765
60,0.13048966
61,0.5913328
62,0.5734304
63,0.8211583
64,0.5456244
65,0.13699026
66,0.9238766
67,0.28109038
68,0.65331286
69,0.13461521
70,0.12319231
71,0.68404835
72,0.95432734
73,0.930265
74,0.39762315
75,0.109669894
76,0.62198526
77,0.73453224
78,0.6987928
79,0.11874115
80,0.9792285
81,0.1391161
82,0.71761215
83,0.3869142
84,0.102934286
85,0.42342576
86,0.73620903
87,0.68419755
88,0.2156548
89,0.40780708
90,0.86112237
91,0.87727815
92,0.948441
93,0.11211303
94,0.21366921
95,0.8197935
96,0.84965354
97,0.93046457
98,0.93409413
99,0.40602642
100,0.8640784
101,0.74199873
102,0.9453138
103,0.91434115
104,0.9596378
105,0.18411797
106,0.26695186
107,0.3032199
108,0.8335355
109,0.44683707
110,0.7192878
111,0.6090292
112,0.42881143
113,0.619408
114,0.38364443
115,0.85283804
116,0.3337599
117,0.4539806
118,0.37682375
119,0.78795874
120,0.8374539
121,0.26350188
122,0.19143136
123,0.52708036
124,0.7840708
125,0.117034435
126,0.52351665
127,0.81149083
128,0.6004302
129,0.17296626
130,0.23522961
131,0.12889299
132,0.4245943
133,0.9348749
134,0.5463096
135,0.06545437
136,0.07949694
137,0.11946366
138,0.24819098
139,0.9633036
140,0.068019964
141,0.9000531
142,0.17140079
143,0.7590582
144,0.14972426
145,0.83602417
146,0.14185447
147,0.08402541
148,0.36841178
149,0.5222893
150,0.2426072
151,0.80251366
152,0.41457784
153,0.55897844
154,0.82610434
155,0.104148306
156,0.1147584
157,0.52069145
158,0.6602064
159,0.38198677
160,0.82419103
161,0.15351783
162,0.5438907
163,0.9132609
164,0.7799594
165,0.65377325
166,0.6062827
167,0.80371886
168,0.09297628
169,0.770324
170,0.80384207
171,0.7033664
172,0.79800236
173,0.9605525
174,0.32205167
175,0.95866543
176,0.95000684
177,0.3326672
178,0.85429823
179,0.53714526
180,0.30843234
181,0.8548071
182,0.40275496
183,0.759658
184,0.95171463
185,0.76261127
186,0.786327
187,0.12192739
188,0.6463425
189,0.1530429
190,0.15597823
191,0.66311264
192,0.9385261
193,0.21085793
194,0.10630707
195,0.39796022
196,0.106516436
197,0.54178065
198,0.55073786
199,0.22997925
200,0.48376086
201,0.66127497
202,0.15857038
203,0.67046636
204,0.8608517
205,0.92568016
206,0.9476017
207,0.7719115
208,0.38486293
209,0.8641505
210,0.29417807
211,0.41789147
212,0.9631365
213,0.9517262
214,0.42945808
215,0.5849302
216,0.06893139
217,0.101170525
218,0.99538606
219,0.870049
220,0.7195777
221,0.46166286
222,0.16989721
223,0.10183483
224,0.74893844
225,0.11973378
226,0.7637647
227,0.37438595
228,0.85131025
229,0.21833575
230,0.33759072
231,0.7889618
232,0.93669724
233,0.50999504
234,0.939186
235,0.1163389
236,0.9244877
237,0.6503076
238,0.09901453
239,0.92365056
240,0.65228325
241,0.17051066
242,0.57504123
243,0.109948166
244,0.6263301
245,0.4787333
246,0.6103843
247,0.054412935
248,0.13593394
249,0.7853521
250,0.28477904
251,0.9108297
252,0.79321223
253,0.8459636
254,0.5762993
255,0.6425223
256,0.15981252
257,0.8286356
258,0.78265923
259,0.19632025
260,0.20700918
261,0.45079985
262,0.32707682
263,0.061657462
264,0.055364706
265,0.65112615
266,0.41231158
267,0.16446951
268,0.09976194
269,0.5866254
270,0.94823056
271,0.31156552
272,0.78653413
273,0.33807904
274,0.81512463
275,0.26985106
276,0.085993744
277,0.72670436
278,0.32501277
279,0.5647893
280,0.19374911
281,0.20643178
282,0.7973545
283,0.614266
284,0.88494587
285,0.66467595
286,0.85356724
287,0.5469199
288,0.07178396
289,0.12732764
290,0.7309903
291,0.13963741
292,0.81018895
293,0.33408296
294,0.11486725
295,0.33303446
296,0.82858264
297,0.88518596
298,0.3706997
299,0.63038456
300,0.43286783
301,0.8708468
302,0.63838834
303,0.23759405
304,0.12751564
305,0.23592572
306,0.3199424
307,0.74016315
308,0.6970906
309,0.881015
310,0.2178286
311,0.9739952
312,0.51955956
313,0.23843145
314,0.1337992
315,0.06811967
316,0.19238506
317,0.08234294
318,0.90484744
319,0.1462907
320,0.9364403
321,0.66185135
322,0.95532393
323,0.5458879
324,0.9645828
325,0.6861968
326,0.1322051
327,0.86694354
328,0.32566795
329,0.90253055
330,0.97902966
331,0.74648637
332,0.6652147
333,0.8106814
334,0.4491207
335,0.88537496
336,0.83326185
337,0.11362364
338,0.7397651
339,0.3629273
340,0.2740066
341,0.7789646
342,0.35980633
343,0.1539393
344,0.1323873
345,0.9678398
346,0.18319893
347,0.80244625
348,0.11037255
349,0.8903345
350,0.8338903
351,0.62147063
352,0.41008875
353,0.4910645
354,0.8262351
355,0.86548
356,0.39004105
357,0.09356555
358,0.20965101
359,0.27159065
360,0.263005
361,0.8925561
362,0.61036307
363,0.18604068
364,0.1715199
365,0.45274466
366,0.8503237
367,0.37635115
368,0.08599707
369,0.78095675
370,0.5753633
371,0.8129169
372,0.09313623
373,0.617801
374,0.8672119
375,0.42129683
376,0.86208385
377,0.87847316
378,0.9338643
379,0.3990438
380,0.3240145
381,0.8434723
382,0.7815862
383,0.06807491
384,0.112149015
385,0.82836306
