,Prob_0,Prob_1,Prob_2
0,0.9961306,0.003054363,0.00081509666
1,0.99358094,0.003887219,0.002531915
2,0.9967943,0.0023900848,0.00081563974
3,0.9973863,0.0017074816,0.0009062898
4,0.9961306,0.003054363,0.00081509666
5,0.9618351,0.036350623,0.0018143033
6,0.9967943,0.0023900848,0.00081563974
7,0.9961306,0.003054363,0.00081509666
8,0.9763239,0.013397608,0.010278501
9,0.9973863,0.0017074816,0.0009062898
10,0.99586797,0.0032616681,0.0008704187
11,0.9967943,0.0023900848,0.00081563974
12,0.99358094,0.003887219,0.002531915
13,0.99358094,0.003887219,0.002531915
14,0.99416286,0.0050053904,0.00083172304
15,0.98826617,0.010809463,0.0009243241
16,0.99196965,0.0071026115,0.00092778786
17,0.9961306,0.003054363,0.00081509666
18,0.9827315,0.0158867,0.0013817289
19,0.9961306,0.003054363,0.00081509666
20,0.98141897,0.017201168,0.0013798835
21,0.99388736,0.005242338,0.00087026885
22,0.9967943,0.0023900848,0.00081563974
23,0.9321478,0.06609191,0.0017602448
24,0.9877515,0.010948353,0.0013001757
25,0.99217427,0.0052974275,0.0025283303
26,0.9935309,0.0055991793,0.00086995674
27,0.9961306,0.003054363,0.00081509666
28,0.9961306,0.003054363,0.00081509666
29,0.9967943,0.0023900848,0.00081563974
30,0.9973863,0.0017074816,0.0009062898
31,0.9898802,0.009193974,0.00092583365
32,0.9961306,0.003054363,0.00081509666
33,0.99586797,0.0032616681,0.0008704187
34,0.9973863,0.0017074816,0.0009062898
35,0.99564254,0.0035427723,0.0008146973
36,0.99586797,0.0032616681,0.0008704187
37,0.9967943,0.0023900848,0.00081563974
38,0.99358094,0.003887219,0.002531915
39,0.9961306,0.003054363,0.00081509666
40,0.9961306,0.003054363,0.00081509666
41,0.88123304,0.05491487,0.06385211
42,0.9967943,0.0023900848,0.00081563974
43,0.9935309,0.0055991793,0.00086995674
44,0.9740252,0.024254672,0.0017200683
45,0.99358094,0.003887219,0.002531915
46,0.9961306,0.003054363,0.00081509666
47,0.9967943,0.0023900848,0.00081563974
48,0.99586797,0.0032616681,0.0008704187
49,0.99564254,0.0035427723,0.0008146973
50,0.005154705,0.9926001,0.0022452932
51,0.0046407543,0.99230194,0.003057292
52,0.0017275695,0.99659294,0.0016794506
53,0.0017764283,0.99203426,0.0061892583
