,Prob_1
0,0.4356543
1,0.15483434
2,0.29460195
3,0.8707547
4,0.348747
5,0.17284611
6,0.7890405
7,0.047058824
8,0.65257055
9,0.90316206
10,0.4834798
11,0.6296082
12,0.8497796
13,0.0
14,0.9080083
15,0.8010385
16,0.34771243
17,0.6042543
18,0.7379906
19,0.5375581
20,0.03766234
21,0.5227858
22,0.9161404
23,0.737409
24,0.0
25,0.8233566
26,0.011111111
27,0.82283354
28,0.8730159
29,0.2573591
30,0.109149426
31,0.88912505
32,0.8110932
33,0.059213493
34,0.13149206
35,0.746665
36,0.26568282
37,0.12706159
38,0.44032764
39,0.5997908
40,0.9438697
41,0.43463993
42,0.17058824
43,0.911787
44,0.69859475
45,0.029411765
46,0.009090909
47,0.88411236
48,0.9181575
49,0.8171959
50,0.6562071
51,0.24389921
52,0.5298133
53,0.85266405
54,0.78179336
55,0.20164457
56,0.70151573
57,0.6527101
58,0.71503824
59,0.44641176
60,0.21807733
61,0.25388798
62,0.20511621
63,0.7671505
64,0.44516963
65,0.28993464
66,0.8327255
67,0.008
68,0.80314684
69,0.40747437
70,0.0
71,0.92511004
72,0.8972443
73,0.507523
74,0.3086818
75,0.22987013
76,0.0
77,0.7195625
78,0.54878503
79,0.053968254
80,0.8287346
81,0.33501306
82,0.1602069
83,0.7245114
84,0.0573296
85,0.115384616
86,0.7795019
87,0.40881413
88,0.45797083
89,0.074074075
90,0.6818796
91,0.8989819
92,0.75066024
93,0.22562724
94,0.028571429
95,0.6644763
96,0.9112265
97,0.736563
98,0.88224995
99,0.6812351
100,0.9227273
101,0.91296035
102,0.7704129
103,0.8526407
104,0.88110065
105,0.24857114
106,0.5338844
107,0.80717486
108,0.8217344
109,0.761603
110,0.8630886
111,0.53821766
112,0.2935065
113,0.4331732
114,0.4657201
115,0.68929905
116,0.053968254
117,0.9554223
118,0.37922567
119,0.93378955
120,0.6413971
121,0.8084181
122,0.12567873
123,0.0
124,0.25702843
125,0.7987471
126,0.62115973
127,0.88365823
128,0.60306555
129,0.02875817
130,0.7529625
131,0.0882353
132,0.4591188
133,0.8892861
134,0.5427865
135,0.074074075
136,0.25242105
137,0.02929293
138,0.80823755
139,0.88676554
140,0.16394089
141,0.81920433
142,0.011111111
143,0.7537414
144,0.30991888
145,0.7677773
146,0.018181818
147,0.0
148,0.090233766
149,0.6532769
150,0.011111111
151,0.67469174
152,0.71936697
153,0.29974326
154,0.58100617
155,0.091597885
156,0.00952381
157,0.068325795
158,0.94778436
159,0.6859857
160,0.61274445
161,0.34225172
162,0.4811111
163,0.26755017
164,0.882824
165,0.18458554
166,0.88269085
167,0.76254785
168,0.5935242
169,0.79097766
170,0.5875693
171,0.40687
172,0.79179174
173,0.7650603
174,0.2515883
175,0.82997644
176,0.8928051
177,0.284131
178,0.8736228
179,0.4867214
180,0.15454546
181,0.7270995
182,0.20717391
183,0.7332416
184,0.92601275
185,0.7641303
186,0.7612747
187,0.4301043
188,0.92970675
189,0.26148835
190,0.09284849
191,0.496072
192,0.72222173
193,0.73653543
194,0.20605128
195,0.23538461
196,0.67059046
197,0.6353994
198,0.7395901
199,0.18638656
200,0.8725509
201,0.83518165
202,0.14459674
203,0.9141959
204,0.80197346
205,0.80620706
206,0.6294445
207,0.8726636
208,0.14737485
209,0.752383
210,0.52232045
211,0.34312236
212,0.8563393
213,0.72378594
214,0.018181818
215,0.7874794
216,0.30325016
217,0.0
218,0.82819057
219,0.78991455
220,0.7691985
221,0.035705626
222,0.02929293
223,0.02704762
224,0.7518321
225,0.20160474
226,0.7010582
227,0.13445155
228,0.925974
229,0.18242829
230,0.2299517
231,0.9513476
232,0.6749068
233,0.49814922
234,0.7650603
235,0.3737612
236,0.6801952
237,0.30205128
238,0.0
239,0.8186117
240,0.669239
241,0.0
242,0.77570117
243,0.9219212
244,0.35911027
245,0.85097986
246,0.7706216
247,0.19166666
248,0.033999335
249,0.69596183
250,0.7542324
251,0.51054853
252,0.79857004
253,0.8666836
254,0.6197716
255,0.781084
256,0.25158304
257,0.54589295
258,0.84252214
259,0.43589666
260,0.23032582
261,0.011111111
262,0.18175662
263,0.027705628
264,0.033566434
