,Prob_1
0,0.53205186
1,0.21984799
2,0.37794486
3,0.22825575
4,0.23571432
5,0.33291152
6,0.29632458
7,0.049037304
8,0.076104596
9,0.30234748
10,0.39310095
11,0.20829757
12,0.28983152
13,0.14553925
14,0.17206304
15,0.23007154
16,0.4199802
17,0.22767718
18,0.3775651
19,0.014855064
20,0.21984799
21,0.12784675
22,0.44098178
23,0.5825227
24,0.045486204
25,0.19783176
26,0.19746427
27,0.07766338
28,0.12446755
29,0.029243425
30,0.26423818
31,0.03147573
32,0.152995
33,0.289668
34,0.1162215
35,0.014363366
36,0.21984799
37,0.078947544
38,0.18435451
39,0.47006178
40,0.20829757
41,0.25982407
42,0.23571432
43,0.39636374
44,0.23571432
45,0.17819372
46,0.026601415
47,0.3775651
48,0.011721358
49,0.5548092
50,0.28333774
51,0.24013717
52,0.12430531
53,0.4385155
54,0.011721358
55,0.39636374
56,0.30184573
57,0.29625082
58,0.152995
59,0.24895433
60,0.06036626
61,0.52283776
62,0.1682936
63,0.39636374
64,0.0805613
65,0.026601415
66,0.42902738
67,0.3321739
68,0.37565774
69,0.20995443
70,0.39494362
71,0.23859394
72,0.16445279
73,0.10829376
74,0.105266094
75,0.1994752
76,0.01148695
77,0.18522641
78,0.39494362
79,0.44532186
80,0.026601415
81,0.3393099
82,0.17769632
83,0.19783176
84,0.15581274
85,0.47006178
86,0.152995
87,0.16445279
88,0.028901856
89,0.045486204
90,0.08170478
91,0.3708421
92,0.1162215
93,0.011145381
94,0.11573307
95,0.3620178
96,0.20829757
97,0.124155186
98,0.43242484
99,0.27813548
100,0.2369531
101,0.15824196
102,0.28101084
103,0.06602949
104,0.32621467
105,0.20995443
106,0.046149798
107,0.40429765
108,0.39110208
109,0.47451696
110,0.3030676
111,0.16140558
112,0.3775651
113,0.049232207
114,0.152995
115,0.2861461
116,0.35964406
117,0.07429391
118,0.28404802
119,0.28983152
120,0.13494676
121,0.4161119
122,0.10132979
123,0.44098178
124,0.049232207
125,0.5837198
