,Prob_0,Prob_1,Prob_2,Prob_3,Prob_4,Prob_5,Prob_6,Prob_7
0,0.0,0.2,0.4,0.0,0.0,0.2,0.2,0.0
1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.4,0.4,0.0,0.0,0.0,0.2,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4,0.4,0.0,0.0,0.0,0.0,0.0,0.6,0.0
5,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.0
6,0.2,0.0,0.0,0.0,0.0,0.6,0.2,0.0
7,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9,0.2,0.2,0.0,0.0,0.0,0.6,0.0,0.0
10,0.2,0.2,0.0,0.0,0.6,0.0,0.0,0.0
11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.8
13,0.2,0.0,0.0,0.2,0.0,0.6,0.0,0.0
14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.8,0.0,0.0,0.0,0.2,0.0,0.0,0.0
