,Prob_0,Prob_1,Prob_2,Prob_3,Prob_4,Prob_5,Prob_6,Prob_7
0,0.0625,0.0625,0.625,0.0,0.03125,0.03125,0.09375,0.09375
1,0.03125,0.75,0.03125,0.0625,0.0,0.0,0.0625,0.0625
2,0.09375,0.53125,0.0625,0.09375,0.0625,0.0625,0.0625,0.03125
3,0.03125,0.03125,0.03125,0.0,0.0,0.0,0.03125,0.875
4,0.03125,0.09375,0.0,0.09375,0.0,0.03125,0.75,0.0
5,0.09375,0.09375,0.0,0.03125,0.0,0.03125,0.71875,0.03125
6,0.03125,0.0,0.03125,0.03125,0.03125,0.78125,0.0,0.09375
7,0.71875,0.0625,0.03125,0.0,0.0,0.03125,0.0625,0.09375
8,0.09375,0.0,0.03125,0.03125,0.03125,0.03125,0.09375,0.6875
9,0.125,0.03125,0.09375,0.0625,0.03125,0.625,0.0,0.03125
10,0.15625,0.0625,0.09375,0.0,0.5,0.09375,0.0625,0.03125
11,0.03125,0.125,0.0,0.71875,0.0,0.0625,0.0625,0.0
12,0.0,0.03125,0.03125,0.0,0.0,0.0,0.0625,0.875
13,0.125,0.0,0.0625,0.0,0.03125,0.75,0.03125,0.0
14,0.8125,0.03125,0.0,0.0,0.0625,0.0,0.03125,0.0625
15,0.875,0.0,0.0,0.0,0.0,0.0,0.0625,0.0625
