,Prob_0,Prob_1,Prob_2,Prob_3
0,0.2869574,0.0432181,0.62721306,0.042611428
1,0.18046124,0.1851732,0.14363688,0.49072868
2,0.4525714,0.046767943,0.14766827,0.35299242
3,0.0014714191,0.9890278,0.0076184124,0.0018823616
4,0.21837142,0.10505927,0.13230422,0.5442651
5,0.22544736,0.09189144,0.13505556,0.54760563
6,0.4783965,0.05423318,0.15167056,0.31569976
7,0.18644628,0.06887161,0.71296906,0.031713016
8,0.44521132,0.04285149,0.14522748,0.3667097
9,0.42089048,0.04068815,0.13492176,0.4034996
10,0.70872945,0.04699487,0.13412857,0.11014711
11,0.50933397,0.051607136,0.15361468,0.2854442
12,0.0012537279,0.9890561,0.007829967,0.0018602224
13,0.55215806,0.05846847,0.30428347,0.08509003
14,0.0015196614,0.98828995,0.008210925,0.001979447
15,0.21517932,0.11068543,0.1270839,0.54705137
