,Prob_0,Prob_1,Prob_2,Prob_3,Prob_4,Prob_5,Prob_6,Prob_7,Prob_8,Prob_9
0,0.99832684,8.397683e-05,8.87898e-05,0.00013563951,0.00019611903,0.00017049389,0.00011562021,0.000198873,0.000112793765,0.00057083636
1,9.807451e-05,0.9972867,0.00020720222,0.00023542967,0.0002925569,0.00018650289,0.0001399202,0.00011607826,0.00110083,0.00033669677
2,0.00011936452,0.003759711,0.989479,0.00024911488,0.0027291963,0.00016028572,0.0004983174,0.00011114172,0.0027209984,0.0001728302
3,0.00025543966,0.0013737627,0.0006063832,0.99320304,0.00029379033,0.0012160559,0.0004070408,0.00026122906,0.00060732104,0.0017759239
4,0.0022301557,0.00038634829,0.00022060874,0.00026625878,0.9931466,0.00044878857,0.0025564828,0.00015157575,0.0002955051,0.000297693
5,0.0009925595,0.0065164324,0.0015428918,0.0034684723,0.0014662128,0.93294245,0.0010730838,0.0010150552,0.0016485528,0.049334332
6,0.00021896903,0.0007654302,0.00023039352,0.00022021716,0.00024963348,0.00021790204,0.99740195,0.00010302528,0.0004485433,0.00014399836
7,0.0001897894,0.00029709598,0.0006747517,0.0005115233,0.00066867186,0.0013713206,0.0002686417,0.993048,0.0024135886,0.0005565744
8,0.00017534076,0.00040961968,0.0011312469,0.0011722132,0.0001757982,0.00027966674,0.0006068185,0.00016326169,0.99541914,0.00046693368
9,0.00095807493,0.004552188,0.0012574539,0.0018819289,0.0013237678,0.0069447574,0.0010188461,0.0010352688,0.011745192,0.9692825
10,0.9984236,9.709842e-05,9.531158e-05,9.524779e-05,0.00037341978,0.00015493156,0.00030336037,9.515872e-05,0.00015678565,0.0002050829
11,0.00010409788,0.99639255,0.00013795425,0.00027075148,0.000492412,0.00025606478,0.00014153762,0.00011616148,0.0016862113,0.0004022961
12,0.00053823495,0.00092086673,0.98786014,0.0017000022,0.0009846025,0.0033427991,0.0011951893,0.00061226904,0.0014427932,0.0014031266
13,6.301618e-05,7.767706e-05,0.00020264286,0.99863064,7.247725e-05,0.00019396564,7.124962e-05,8.110938e-05,0.00016030064,0.00044692474
14,0.00027095995,0.00026532685,9.731189e-05,0.00012085647,0.9983053,0.0001389436,0.00033354203,0.00011515698,0.00019624538,0.00015637379
15,5.503986e-05,0.00022388936,0.00011422409,0.00012140007,0.00011511129,0.9986442,0.00011264974,0.00018595735,0.00020010259,0.00022751729
16,0.00028101532,0.0018378134,0.00070600846,0.0017484153,0.00039222467,0.0003261567,0.9936713,0.000295857,0.0005259687,0.00021528611
17,0.0003971441,0.0006229563,0.0008407268,0.0012027441,0.0028657438,0.00070110697,0.00053443766,0.99130964,0.0008750458,0.0006504568
18,0.00013526467,0.0006870214,0.0013775828,0.0042298543,0.00039130833,0.0005342304,0.00017664078,0.0013348539,0.99067044,0.00046278938
19,0.0035962698,0.011011371,0.008304304,0.019511707,0.0024861174,0.012279077,0.0035631654,0.002357106,0.004085846,0.932805
20,0.9840896,0.0021836727,0.001462395,0.0011985623,0.0011323404,0.0013223675,0.0026651206,0.0011310739,0.0019215597,0.0028932814
21,0.00011306862,0.9959857,0.00058343454,0.00036348018,0.000378707,0.00031305023,0.00015373476,0.00014422514,0.0014765499,0.0004880635
22,6.3973544e-05,0.00012534804,0.9986645,0.00023814276,0.00010303497,0.00010723202,7.138453e-05,6.9128044e-05,0.00044367943,0.00011356611
23,0.00022622036,0.00026952018,0.00081882655,0.99488527,0.0002959025,0.0008866977,0.00026714237,0.0005104177,0.00072997535,0.0011100292
24,0.00048288298,0.0032512813,0.00018967078,0.00030467307,0.99177355,0.00026014802,0.0003481288,0.0001898237,0.0027930976,0.00040678727
25,0.0006990548,0.000314525,0.000499656,0.0005253609,0.0008536176,0.99373734,0.0005154037,0.0007333801,0.0011717252,0.0009499274
26,0.00028076285,0.00038378037,0.00077237695,0.00025771715,0.000551909,0.00036845478,0.9966337,0.00013108287,0.00044458162,0.00017559555
27,0.0015454259,0.0073334957,0.0019229586,0.003715549,0.015740884,0.002743342,0.004804088,0.93904245,0.0034166684,0.019735131
28,0.00023944257,0.00052551593,0.0017825639,0.0035211104,0.0007047246,0.00061037473,0.00047938983,0.0013585606,0.9891543,0.001624016
29,0.0010942431,0.0019728334,0.0017453142,0.0026644126,0.0007564551,0.0052047893,0.0006992104,0.0005236921,0.0016784802,0.9836606
30,0.9979522,9.145627e-05,0.0001057967,0.000115695824,0.0001928901,0.0007563024,0.0003527923,9.8159435e-05,0.00012879811,0.00020580938
31,0.00054376747,0.007417441,0.0009873797,0.0032567468,0.00034112643,0.0004113648,0.0003152567,0.00048088236,0.00053964317,0.9857064
32,5.5050114e-05,7.8460995e-05,7.289937e-05,0.00019030845,0.00016481875,0.99883014,0.00011995748,0.00016956871,0.0001093255,0.00020952805
33,0.00036813843,0.00089293014,0.0005133501,0.0010165409,0.0012148349,0.9892196,0.0005557786,0.0019420284,0.0012562058,0.0030206041
34,0.0001423446,0.00034404173,0.000538457,0.0003951932,0.00043370132,0.00033954778,0.99700624,0.00010231872,0.0005457649,0.00015245765
35,0.00016208374,0.00043403232,0.0002112997,0.00040007263,0.00050674437,0.9951486,0.00031790373,0.0010732588,0.00088696106,0.00085903786
36,0.9878038,0.0008321744,0.00081506866,0.0007037853,0.0016470713,0.0016809944,0.0017992863,0.0016825902,0.0011833218,0.0018518768
37,0.0013226354,0.0023144085,0.0070757507,0.007108195,0.0019729862,0.020418275,0.002270025,0.0013526129,0.0052155633,0.9509495
38,0.0010564915,0.00043658417,0.00090571586,0.00073916843,0.000619504,0.010000004,0.00034163028,0.0028900683,0.9826256,0.00038525186
39,0.00036391706,0.00027591715,0.0003726601,0.0012531895,0.00021330395,0.0014614081,0.000209691,0.0001896631,0.0006072331,0.995053
40,0.00011249454,0.00023245212,0.0004528632,0.000824312,0.0001419804,0.00032557148,0.00018632792,0.000104745006,0.9972446,0.0003747062
41,0.00016565046,0.00021928153,9.728611e-05,0.00010610105,0.99804085,0.00015225474,0.00046590483,0.00012501497,0.00050303375,0.00012465198
42,0.000114806106,0.9925243,0.00012746913,0.00030488567,0.0051539647,0.00017432355,0.00014247221,0.00011650466,0.00029835317,0.0010429242
43,0.00018237447,0.00036902982,0.0002826962,0.0008903904,0.0014343974,0.00038852417,0.00025132275,0.9918196,0.00036202557,0.0040196725
