,Prob_0,Prob_1,Prob_2
0,0.63194364,0.2656992,0.102357104
1,0.5095095,0.28999445,0.200496
2,0.60079855,0.27502683,0.12417463
3,0.5821663,0.24850737,0.16932628
4,0.6552048,0.24895915,0.09583611
5,0.63181657,0.26249942,0.10568411
6,0.6243949,0.2552526,0.12035255
7,0.63199306,0.24390568,0.12410121
8,0.4940328,0.2811278,0.22483931
9,0.5808512,0.25495803,0.16419075
10,0.65236104,0.25186983,0.09576918
11,0.6552628,0.22854097,0.11619624
12,0.55869734,0.26705706,0.17424566
13,0.550004,0.28635588,0.16364014
14,0.60430616,0.30628932,0.08940452
15,0.64095074,0.26634914,0.0927001
16,0.60785353,0.29961386,0.09253262
17,0.6108764,0.27638477,0.11273886
18,0.60792035,0.27947596,0.11260369
19,0.65508294,0.24596448,0.098952636
20,0.58366126,0.27579883,0.14053987
21,0.65508294,0.24596448,0.098952636
22,0.6666505,0.2493453,0.084004305
23,0.5857214,0.26916003,0.14511861
24,0.6552628,0.22854097,0.11619624
25,0.5167859,0.2700444,0.2131697
26,0.6101143,0.25337845,0.13650727
27,0.64275783,0.24811111,0.109131016
28,0.59787923,0.27809745,0.124023326
29,0.61997944,0.2392201,0.14080048
30,0.5821663,0.24850737,0.16932628
31,0.5609008,0.28521097,0.15388821
32,0.69415545,0.22507891,0.08076557
33,0.6407867,0.26947254,0.08974078
34,0.55728364,0.2632262,0.17949018
35,0.5762349,0.29188153,0.13188364
36,0.5960021,0.30201834,0.1019796
37,0.67500263,0.23834574,0.08665166
38,0.52651983,0.29498786,0.1784923
39,0.60809207,0.2596808,0.13222715
40,0.62330455,0.27759588,0.09909958
41,0.32326308,0.3414731,0.33526376
42,0.60079855,0.27502683,0.12417463
43,0.645122,0.24217477,0.112703204
44,0.65508294,0.24596448,0.098952636
45,0.5106185,0.28263247,0.206749
46,0.6749948,0.23552002,0.08948514
47,0.6109004,0.256746,0.13235365
48,0.6749948,0.23552002,0.08948514
49,0.6220109,0.2614691,0.11652001
50,0.63799435,0.18954761,0.17245802
51,0.6152616,0.20087498,0.18386343
52,0.5956274,0.21544115,0.18893135
53,0.36540857,0.3319098,0.3026816
54,0.46301937,0.30483758,0.23214306
55,0.48652384,0.2701965,0.24327964
56,0.66990256,0.16216135,0.16793606
57,0.34147412,0.3218357,0.3366902
58,0.51672125,0.26663297,0.21664578
59,0.42437497,0.30863166,0.26699334
60,0.34147412,0.3218357,0.3366902
61,0.52463955,0.2550548,0.22030565
62,0.37399423,0.33863768,0.28736818
63,0.53428966,0.24260402,0.22310631
64,0.50509375,0.25972754,0.23517878
65,0.5845631,0.22261114,0.19282576
66,0.54631835,0.23465985,0.21902183
67,0.4369515,0.3044538,0.25859472
68,0.35820982,0.357166,0.28462422
69,0.4369515,0.3044538,0.25859472
70,0.62937707,0.18548065,0.18514232
71,0.4646144,0.29204363,0.24334206
72,0.446839,0.30973607,0.24342492
73,0.50437146,0.26041326,0.23521532
74,0.5188764,0.26101366,0.22010995
75,0.54668134,0.24808517,0.20523347
76,0.48950157,0.28589123,0.22460723
77,0.56930244,0.23306976,0.1976278
78,0.50606936,0.26571253,0.22821814
79,0.4093523,0.32124117,0.2694065
80,0.38120243,0.32389855,0.29489896
81,0.38120243,0.32389855,0.29489896
82,0.42857644,0.31295073,0.25847286
83,0.46892393,0.2871863,0.24388976
84,0.548139,0.22952263,0.22233833
85,0.6539502,0.17027205,0.17577775
86,0.5956274,0.21544115,0.18893135
87,0.38697976,0.33764252,0.27537778
88,0.54329234,0.23443836,0.22226933
89,0.4306546,0.30656213,0.26278323
90,0.45025766,0.2904887,0.25925365
91,0.5527128,0.23237601,0.21491121
92,0.42857644,0.31295073,0.25847286
93,0.34147412,0.3218357,0.3366902
94,0.42857644,0.31295073,0.25847286
95,0.54329234,0.23443836,0.22226933
96,0.50509375,0.25972754,0.23517878
97,0.52094525,0.25546604,0.22358869
98,0.42090517,0.30795988,0.27113494
99,0.46670434,0.28598195,0.24731375
100,0.691148,0.1522381,0.15661392
101,0.46254495,0.289412,0.24804315
102,0.5977882,0.2161054,0.18610637
103,0.5549908,0.23320717,0.21180202
104,0.5742358,0.22812502,0.19763917
105,0.5977882,0.2161054,0.18610637
106,0.42927805,0.3029487,0.26777318
107,0.5685839,0.23372439,0.19769175
108,0.47376338,0.29746485,0.22877182
109,0.71872675,0.14304596,0.13822725
110,0.6365907,0.18750072,0.17590858
111,0.47604162,0.2913808,0.23257758
112,0.5804975,0.22572605,0.19377644
113,0.4540904,0.2977587,0.24815091
114,0.48402822,0.27912682,0.236845
115,0.64704996,0.18101673,0.17193325
116,0.5906203,0.21363479,0.19574493
117,0.74865884,0.12896495,0.1223762
118,0.49447167,0.28730983,0.21821854
119,0.43071043,0.31433842,0.25495106
120,0.64532804,0.18519093,0.16948096
121,0.47258875,0.28693,0.2404813
122,0.5217553,0.26784694,0.2103978
123,0.43828973,0.31839156,0.24331874
124,0.6867036,0.15779687,0.15549949
125,0.67623496,0.16426864,0.1594964
126,0.47678134,0.2906489,0.23256975
127,0.55570346,0.23255873,0.21173781
128,0.506133,0.2724517,0.2214153
