,Prob_0,Prob_1,Prob_2,Prob_3,Prob_4,Prob_5,Prob_6,Prob_7,Prob_8,Prob_9
0,0.9820682,0.000943504,0.0012643625,0.0016864156,0.0013153692,0.0029697167,0.0015359903,0.0022430026,0.0035598709,0.0024136961
1,0.0012515554,0.9618181,0.0057119406,0.003573613,0.0033546663,0.004931534,0.0032114934,0.0054662563,0.005841582,0.0048391414
2,0.0023220337,0.009536112,0.96687675,0.0019749023,0.0014191661,0.00075991615,0.0032659674,0.0024347913,0.009526132,0.0018842162
3,0.0019683468,0.0038896722,0.008487229,0.9397764,0.0018002016,0.010275656,0.0055906307,0.00299502,0.004642936,0.0205739
4,0.045583393,0.014463674,0.011120958,0.015721612,0.8029649,0.01555725,0.044233453,0.014333958,0.023783917,0.012236818
5,0.014310895,0.03507759,0.020438604,0.14323881,0.01449793,0.51988566,0.008175527,0.016120084,0.050356437,0.17789859
6,0.001542872,0.0019390164,0.0016498535,0.0007718477,0.0038212168,0.0017268722,0.9853775,0.0010897153,0.0012269759,0.00085393316
7,0.003682724,0.016251318,0.004074474,0.010609386,0.0066386806,0.008023004,0.004370389,0.9072781,0.02041763,0.018654382
8,0.0014084511,0.0034215848,0.005867047,0.0034259048,0.0012312738,0.0011986131,0.003293721,0.001271053,0.9752415,0.0036410461
9,0.009766575,0.018098578,0.0061752736,0.020501649,0.007970433,0.030034423,0.007390592,0.013989793,0.021185586,0.864887
10,0.981439,0.0010216091,0.0012935414,0.0010143165,0.0016974765,0.002477613,0.0041525164,0.002037003,0.0031762735,0.0016906072
11,0.00049239607,0.98763734,0.00059437903,0.0009908817,0.004013557,0.0007191572,0.00084777887,0.0021508413,0.0014939788,0.0010598626
12,0.0012179873,0.0022548202,0.9798875,0.0016571966,0.00089189387,0.005728618,0.0015685362,0.0016721424,0.0015505342,0.0035707804
13,0.0006835167,0.00115945,0.0033935045,0.9826069,0.0006728665,0.0028819533,0.00059134455,0.0014869904,0.0030280855,0.0034953242
14,0.0025088992,0.004790812,0.00086235476,0.0019191833,0.97203016,0.0022870968,0.0036738892,0.004200804,0.0038043323,0.0039223353
15,0.00062043907,0.0018925896,0.0020199118,0.0017572719,0.0015411155,0.9863572,0.0006812721,0.002194695,0.00081703515,0.002118576
16,0.0034638098,0.020092005,0.01675084,0.009801706,0.017018206,0.002565539,0.91303766,0.005700306,0.004976231,0.0065936865
17,0.00570166,0.011061287,0.008482055,0.020452969,0.016021429,0.0039085248,0.0075995713,0.89158505,0.021864317,0.013323081
18,0.0033338591,0.01701664,0.008795855,0.0098122135,0.009489341,0.013305552,0.00599078,0.07569055,0.845899,0.010666162
19,0.007348129,0.010650082,0.027643764,0.07928859,0.0068340297,0.011892729,0.006046098,0.010158261,0.0151768075,0.8249615
20,0.98301315,0.0010566507,0.0011987486,0.0011390239,0.0017712081,0.0019119263,0.0024977191,0.0016968105,0.0031728556,0.002541649
21,0.00037197294,0.9913454,0.0013416893,0.00077929365,0.0013229256,0.0005052617,0.00078864855,0.0011225537,0.0011853325,0.001236894
22,0.0006854391,0.001988413,0.9855114,0.0034616287,0.00048522564,0.0014077622,0.000875203,0.0011208063,0.0027388607,0.0017249637
23,0.0018822065,0.002430125,0.0053133355,0.9625237,0.0017738468,0.0036099888,0.0011472804,0.005578501,0.0034427573,0.012298409
24,0.0037880915,0.013238122,0.0026325001,0.0028933515,0.9378311,0.003832772,0.015052512,0.0063387705,0.008870373,0.00552254
25,0.0032695776,0.0037177596,0.0038604408,0.0022039646,0.011031506,0.954525,0.004833157,0.0068461434,0.005494296,0.0042179977
26,0.00220077,0.0035185867,0.0025786858,0.0009696353,0.008060234,0.002175318,0.976719,0.001166426,0.0017794832,0.0008318516
27,0.014450721,0.11892597,0.0076929703,0.022496024,0.076426126,0.020867394,0.017600443,0.52498734,0.062511325,0.13404171
28,0.004344856,0.009610281,0.0042436346,0.018242162,0.004300538,0.0033637101,0.0047194418,0.015029719,0.9317359,0.0044098194
29,0.0030511904,0.0023488763,0.0029185163,0.01358489,0.0016154194,0.009492039,0.0016099458,0.0018721651,0.0022681097,0.96123904
30,0.9342555,0.003541114,0.0026830395,0.002536813,0.005008425,0.021610465,0.009339301,0.004584542,0.0076746945,0.008766109
31,0.0034406781,0.006439261,0.006672664,0.021797683,0.0029859224,0.0035711993,0.0028444305,0.0046382733,0.0037171817,0.94389266
32,0.0018113332,0.0029392992,0.0032510727,0.007153933,0.0063996455,0.95597416,0.0017652394,0.0060976455,0.0036743341,0.010933206
33,0.0015463646,0.00397944,0.002668428,0.0049426365,0.0020338912,0.9686737,0.0010119434,0.005758654,0.0051043276,0.0042805355
34,0.002090489,0.004695231,0.0032749015,0.0019532386,0.006208288,0.0009482922,0.9746078,0.0018636644,0.0027833423,0.0015744928
35,0.00096236164,0.0017291843,0.0020879556,0.0024280157,0.0014699082,0.98142964,0.0005709182,0.0020822764,0.0010867994,0.006152906
36,0.97944367,0.001553704,0.0016424916,0.0012529849,0.0028524222,0.00200286,0.0026230724,0.0027247274,0.0039676074,0.0019366527
37,0.0149397245,0.03814832,0.050238602,0.08300904,0.012686915,0.38388863,0.037806716,0.012677051,0.030064268,0.3365407
38,0.011408819,0.011572258,0.016833916,0.004422722,0.011372238,0.05777748,0.011547376,0.016626636,0.8417352,0.01670335
39,0.0030484144,0.0014546479,0.0023060967,0.0060110535,0.0010663563,0.01748228,0.0016299482,0.0017460028,0.001978405,0.96327674
40,0.0013522278,0.006190082,0.008339904,0.0022294403,0.0012489721,0.0017153685,0.0019129321,0.001596973,0.97370344,0.0017107672
41,0.0015668877,0.0029403758,0.0006323796,0.0015657555,0.9757168,0.0017080968,0.0021608868,0.0060598627,0.003155366,0.0044935457
42,0.0020968495,0.9530235,0.0014206502,0.0025357548,0.02218957,0.0043379916,0.0027514822,0.0048722904,0.0034453506,0.0033267036
43,0.0014912941,0.0052461675,0.0012782725,0.0028280108,0.015973493,0.0018576809,0.0022663658,0.9605989,0.0032770839,0.005182544
44,0.0045681866,0.007702859,0.003246546,0.009097035,0.005499971,0.004819517,0.005222531,0.9356781,0.01102233,0.013142802
45,0.0013296749,0.0029729812,0.0045756553,0.97282165,0.0011057727,0.0025503403,0.0014239422,0.002101458,0.0013781335,0.009740549
46,0.0038751175,0.0066801934,0.010357598,0.009353143,0.009246864,0.9272775,0.0039951387,0.014028016,0.0043583936,0.010828113
47,0.0012124008,0.9818893,0.000974736,0.0022792583,0.003658392,0.0020686341,0.0010707147,0.0023758877,0.001743206,0.0027276261
48,0.8794178,0.006591527,0.007849448,0.004733117,0.0066893226,0.027523186,0.019207159,0.0064862594,0.029096732,0.012405528
49,0.9475847,0.003551143,0.0036606796,0.003147834,0.0066185244,0.0041546696,0.01482827,0.0033665295,0.007338657,0.005748903
50,0.0034472928,0.010385605,0.92542493,0.0031702605,0.0025199272,0.001664065,0.008398099,0.0058554034,0.035152614,0.003981993
51,0.002643905,0.008338119,0.97068596,0.0016032249,0.0014881707,0.0008569272,0.0065481914,0.0021995185,0.0039907065,0.0016452029
52,0.0021887086,0.0028312018,0.00089488865,0.0021836706,0.010707281,0.001526269,0.002118665,0.9677416,0.0041587725,0.0056488873
53,0.002729945,0.009698962,0.011449005,0.0070976783,0.0023551153,0.00257143,0.004258077,0.0052192747,0.9475192,0.0071012364
54,0.0021832571,0.0060741166,0.97097534,0.0020589437,0.001939291,0.0008718632,0.005134818,0.0027695391,0.0055404124,0.0024526194
