,Prob_0,Prob_1,Prob_2,Prob_3,Prob_4,Prob_5,Prob_6,Prob_7
0,0.21371613,0.078481585,0.09914002,0.06653173,0.080256276,0.19404237,0.17116618,0.09666564
1,0.21371613,0.078481585,0.09914002,0.06653173,0.080256276,0.19404237,0.17116618,0.09666564
2,0.23330103,0.12793997,0.06261742,0.043970726,0.094641596,0.124014415,0.2859011,0.027613686
3,0.60056895,0.037943546,0.13908856,0.11271793,0.0113807265,0.0049412404,0.087710366,0.005648593
4,0.5302021,0.049223125,0.14533594,0.11574587,0.019962404,0.012764685,0.11463091,0.012135021
5,0.24584763,0.072018065,0.1151672,0.0840613,0.07225781,0.15113874,0.17559662,0.08391265
6,0.29281035,0.073175624,0.12383846,0.0943004,0.06448777,0.11164638,0.17369293,0.066048086
7,0.24047856,0.07143248,0.11174916,0.08669697,0.07481069,0.15610601,0.17397071,0.08475539
8,0.47038907,0.057986498,0.14598818,0.11478199,0.029368855,0.024977397,0.13577859,0.020729411
9,0.34248555,0.07108232,0.13353243,0.10254095,0.05415669,0.07778334,0.16812168,0.050297037
10,0.24310629,0.070666514,0.112990335,0.08896709,0.074188866,0.15249863,0.17405497,0.08352728
11,0.40523818,0.06585132,0.14194398,0.11021473,0.04141581,0.04650647,0.1550172,0.03381232
12,0.4912715,0.05506041,0.14624211,0.115478456,0.025881454,0.020001149,0.12869075,0.017374177
13,0.35625732,0.07170602,0.13576096,0.10019645,0.051278908,0.07109839,0.16669019,0.04701173
14,0.40265805,0.06611626,0.14168422,0.10996123,0.04192287,0.047571003,0.15567206,0.034414366
15,0.38177112,0.06958673,0.13849224,0.10466723,0.04644176,0.057915222,0.1611724,0.039953362
