,Pred
0,-56.452263
1,-244.51175
2,49.444942
3,201.66022
4,-139.724
5,151.03043
6,6.793067
7,130.32529
8,-40.448997
9,409.9983
10,310.52014
11,94.678696
12,0.8889317
13,-21.947712
14,63.10241
15,-54.495758
16,59.484337
17,-198.4983
18,-127.91018
19,177.07613
20,-126.400604
21,-124.55957
22,-239.4613
23,-473.6532
24,109.51494
25,-6.4936886
26,-40.363174
27,272.01953
28,-58.71615
29,25.96089
30,275.09402
31,-69.98941
32,17.511057
33,-85.416664
34,-289.86255
35,-43.805397
36,261.98547
37,111.79616
38,-79.69425
39,-107.26741
40,92.76257
41,207.4584
42,-234.16779
43,-15.48287
44,-90.63884
45,-30.23142
46,232.0909
47,99.29463
48,130.0583
49,113.43551
50,-308.08694
51,72.53235
52,265.80045
53,-210.3471
54,59.410034
55,104.46306
56,124.91932
57,-178.51402
58,-285.83383
59,211.77847
60,-7.0293283
61,18.855175
62,-9.84393
63,267.06836
