,Prob_0,Prob_1,Prob_2,Prob_3,Prob_4,Prob_5,Prob_6,Prob_7
0,0.0694973,0.069497265,0.5135191,0.06949728,0.06949728,0.06949729,0.06949726,0.06949728
1,0.06949719,0.5135192,0.06949727,0.06949724,0.06949729,0.06949727,0.06949724,0.06949727
2,0.06949723,0.51351917,0.06949726,0.06949728,0.06949726,0.06949726,0.06949727,0.069497265
3,0.069497235,0.069497265,0.069497235,0.06949728,0.069497265,0.069497235,0.069497295,0.51351917
4,0.06949725,0.06949725,0.06949725,0.069497235,0.06949725,0.069497265,0.5135192,0.069497265
5,0.06949728,0.06949726,0.069497265,0.06949726,0.06949726,0.06949724,0.51351917,0.06949726
6,0.06949728,0.069497265,0.069497265,0.06949727,0.06949725,0.5135191,0.06949728,0.06949725
7,0.5135191,0.06949726,0.06949726,0.06949728,0.069497265,0.069497265,0.06949731,0.069497265
8,0.069497295,0.069497235,0.069497265,0.069497235,0.069497265,0.06949728,0.069497265,0.51351917
9,0.06949727,0.06949728,0.06949726,0.06949723,0.06949724,0.5135192,0.06949724,0.06949726
10,0.06949724,0.06949726,0.06949726,0.06949723,0.5135193,0.06949724,0.06949726,0.06949724
11,0.069497265,0.06949725,0.06949725,0.5135193,0.06949725,0.069497235,0.06949725,0.06949725
12,0.069497235,0.06949727,0.06949725,0.069497265,0.069497265,0.069497235,0.06949729,0.51351917
13,0.06949729,0.06949727,0.069497265,0.06949727,0.06949725,0.51351917,0.06949725,0.069497265
14,0.51351917,0.069497235,0.069497265,0.069497235,0.069497265,0.069497265,0.06949728,0.069497265
15,0.51351917,0.069497265,0.06949727,0.069497265,0.06949727,0.06949728,0.06949729,0.069497235
