,Prob_0,Prob_1,Prob_2,Prob_3,Prob_4,Prob_5,Prob_6,Prob_7
0,0.0014618628,0.002258397,0.9880528,0.0015153912,0.004665566,0.0005129867,0.0006184264,0.0009144584
1,0.055906337,0.71576726,0.015157317,0.04278957,0.030447723,0.009170995,0.045247883,0.085512795
2,0.00042271547,0.7695315,0.11126921,0.016185476,0.013729854,0.07220133,0.015921146,0.00073887664
3,0.0013204563,0.002338752,0.0002678125,0.0022617495,0.0031492647,0.0003080428,0.0070348247,0.9833193
4,0.5098502,0.012270854,0.0016606455,0.0020169704,0.0013652764,0.00033103084,0.45721105,0.015294054
5,0.016845407,0.04438546,0.00037072884,0.004217177,0.001319146,0.0060760165,0.92484087,0.0019451069
6,0.10576604,0.00045346082,6.4948504e-06,0.00034495076,0.004220472,0.7991787,0.001273623,0.08875638
7,0.9688289,0.0006716618,0.009481173,0.006241405,0.0034873697,0.00238741,0.0055936975,0.0033081358
8,0.00015120643,0.0001583675,0.668324,0.004730725,0.003827136,0.0010475762,0.00074098085,0.3210199
9,0.00021682614,0.0051060463,0.15899865,0.006377167,0.00089073443,0.8246657,0.0037382469,6.7667856e-06
10,0.0010409143,0.0021801528,0.017385947,0.007666622,0.9565341,0.012259134,0.0009437569,0.0019890636
11,7.145416e-05,0.0030714166,0.0027511949,0.8235929,0.01352896,0.0016497308,0.0013762601,0.15395804
12,0.03251124,0.21097569,0.14356539,0.14372553,0.060181215,0.1604085,0.03214592,0.21648653
13,0.10885323,0.0671228,0.1446393,0.111509286,0.099717915,0.34387773,0.064067475,0.060212173
14,0.9551608,0.009395384,0.00012053929,0.0009956482,0.0066617024,0.0074619837,0.0195681,0.00063596875
15,0.67017215,0.08632692,0.01887135,0.03073909,0.01414344,0.07679912,0.02192323,0.081024796
