,Prob_0,Prob_1,Prob_2,Prob_3,Prob_4,Prob_5,Prob_6,Prob_7
0,0.0695933,0.069584124,0.51296484,0.06956475,0.06957682,0.06962972,0.069513254,0.06957318
1,0.06948336,0.5132103,0.069556765,0.069522314,0.06954588,0.06948665,0.06960563,0.06958909
2,0.06959819,0.5131199,0.069541216,0.06952624,0.06954013,0.06958497,0.069642335,0.06944702
3,0.06964489,0.069578625,0.06950851,0.0695071,0.069527805,0.06966543,0.06937983,0.5131878
4,0.06973365,0.069742545,0.0696403,0.069858246,0.06968255,0.06961488,0.5120564,0.06967134
5,0.06964651,0.06979297,0.06967385,0.06980871,0.06976785,0.06981584,0.5116141,0.069880225
6,0.069419764,0.06951465,0.06941405,0.06927294,0.06945071,0.51367295,0.06954414,0.06971077
7,0.51298445,0.069529764,0.06961286,0.069628686,0.06959797,0.069481246,0.0695005,0.06966443
8,0.06991827,0.06954311,0.06969659,0.0696708,0.06957075,0.069640435,0.06991281,0.5120472
9,0.069608875,0.06955295,0.06970785,0.06979201,0.06959063,0.51260066,0.06969906,0.06944801
10,0.06966372,0.06957191,0.06957659,0.06953114,0.51296693,0.0695633,0.06964899,0.069477394
11,0.06959038,0.06963032,0.06966045,0.51207775,0.06962702,0.069752775,0.06996193,0.06969935
12,0.069392964,0.06952313,0.06949092,0.06954847,0.069501765,0.06938314,0.069581166,0.5135784
13,0.06956356,0.06953543,0.06955339,0.06963824,0.06956758,0.5132573,0.069431774,0.06945272
14,0.5122992,0.069637395,0.06965283,0.069577895,0.06972087,0.0696171,0.06968106,0.06981364
15,0.51372325,0.06950247,0.069429785,0.06939035,0.069447316,0.06955038,0.06949966,0.069456816
