,Prob_0,Prob_1,Prob_2,Prob_3,Prob_4,Prob_5,Prob_6,Prob_7
0,0.0015752789,0.002242205,0.9881541,0.0014296755,0.0045322822,0.00044846922,0.00062339834,0.0009949724
1,0.060023177,0.7135958,0.0149263665,0.043254185,0.031200493,0.0093589425,0.0459989,0.08164234
2,0.00029740756,0.74911416,0.14332041,0.016311409,0.013060269,0.063909344,0.013330872,0.000656293
3,0.0011027372,0.0020225574,0.00015101694,0.0017524086,0.0026837906,0.00022318856,0.0063885623,0.98567593
4,0.53939086,0.009305405,0.001303138,0.0013826187,0.00094643875,0.00022261418,0.43642563,0.011023497
5,0.017061343,0.036804277,0.00013595108,0.0023974674,0.0007338688,0.0037671442,0.9381364,0.0009637108
6,0.1694511,0.00030963327,1.3443833e-06,0.00021349714,0.0038549628,0.65338975,0.00091206416,0.17186764
7,0.9745776,0.00046444059,0.009493967,0.004920597,0.0024573756,0.0017682537,0.004704446,0.001613161
8,2.7351383e-05,5.0087834e-05,0.8487934,0.0024102388,0.0016941467,0.00038390656,0.00020108582,0.14643969
9,7.6294236e-05,0.0036385625,0.36699867,0.00506461,0.00048360942,0.6212449,0.0024922122,1.2917322e-06
10,0.0007436643,0.0018363228,0.01774017,0.0074314005,0.9586994,0.010881477,0.0007430291,0.0019244498
11,4.9412505e-05,0.002253297,0.0017386643,0.7930767,0.012740889,0.0012889149,0.0008932414,0.18795878
12,0.0326351,0.22883935,0.15727884,0.1444704,0.058828227,0.17622997,0.031243436,0.17047466
13,0.10107331,0.07007984,0.18409567,0.11639148,0.09453324,0.31438294,0.06628549,0.053157963
14,0.9676267,0.006857569,3.9909857e-05,0.00054952834,0.0041209166,0.0046696104,0.015841503,0.00029446452
15,0.62376654,0.09619341,0.016233288,0.031915423,0.014501775,0.080569066,0.019134494,0.117686115
