,Prob_0,Prob_1,Prob_2,Prob_3,Prob_4,Prob_5,Prob_6,Prob_7
0,0.06288829,0.085824795,0.10373263,0.12633711,0.117834516,0.24138108,0.115725175,0.14627622
1,0.046071354,0.05442672,0.14376023,0.08225151,0.077361465,0.10831184,0.06346309,0.4243537
2,0.055424977,0.08794132,0.19760452,0.10721439,0.1054968,0.23145102,0.07248846,0.14237829
3,0.050439805,0.14097765,0.13613975,0.09368396,0.20009105,0.09791598,0.05362363,0.22712812
4,0.047542434,0.122354805,0.20068185,0.07083809,0.108869866,0.13826425,0.05270611,0.2587423
5,0.06368141,0.12586771,0.13727282,0.083076775,0.12644593,0.2541382,0.07111101,0.13840608
6,0.048001062,0.23096205,0.13044095,0.08981868,0.12841558,0.11995147,0.05298657,0.19942375
7,0.034128465,0.15464862,0.06494657,0.06834028,0.049056184,0.13259679,0.093498476,0.4027847
8,0.09570162,0.10379362,0.15103441,0.10411664,0.11275671,0.123674184,0.06639825,0.24252452
9,0.04435981,0.123744465,0.14203238,0.0962728,0.14260499,0.13172643,0.05827041,0.26098883
10,0.06121858,0.10321387,0.12973833,0.19551067,0.06625209,0.15533373,0.1222235,0.16650906
11,0.056010723,0.07772899,0.12154121,0.07769932,0.16734196,0.2218348,0.064375125,0.21346779
12,0.047134195,0.14126101,0.13705172,0.0923971,0.20168334,0.09775993,0.05400084,0.2287119
13,0.04032348,0.112652905,0.124570385,0.12941656,0.12243208,0.12261302,0.10265614,0.24533537
14,0.057804313,0.21767078,0.08101088,0.085093684,0.04690137,0.20387189,0.07654158,0.2311056
15,0.05814608,0.22260267,0.08349652,0.08734449,0.04989741,0.19010417,0.080282345,0.22812615
