,Prob_0,Prob_1,Prob_2,Prob_3,Prob_4,Prob_5,Prob_6,Prob_7,Prob_8,Prob_9
0,0.9165486,0.0024661217,0.004054159,0.010599598,0.0040002596,0.016958926,0.006158034,0.008099163,0.0074288878,0.02368627
1,0.0015828793,0.9637903,0.005552724,0.0029735118,0.0054748687,0.0038345011,0.0042819125,0.004544351,0.0043855854,0.0035793844
2,0.003749177,0.028919268,0.91195107,0.002996294,0.004843667,0.0016148387,0.013425605,0.003658412,0.02376129,0.005080383
3,0.0018619674,0.007421927,0.006459692,0.9304011,0.0030527255,0.020802882,0.0031122135,0.002586185,0.009678058,0.014623267
4,0.008153949,0.009643906,0.0060345433,0.005874766,0.91267186,0.0070891115,0.023746107,0.009245433,0.011254906,0.0062854066
5,0.0050146906,0.016527778,0.0054266104,0.023801062,0.00375448,0.48271137,0.0042474186,0.004041954,0.00947388,0.44500077
6,0.0075422614,0.013303752,0.0047583776,0.0031225155,0.013021169,0.0068553253,0.93660635,0.0023569376,0.009767449,0.0026658538
7,0.0030461093,0.0141661065,0.013917647,0.017741596,0.004921975,0.011425145,0.0047932947,0.8830151,0.023127625,0.023845408
8,0.0038045347,0.0044531086,0.007970146,0.007964994,0.0014714006,0.0049020494,0.005017236,0.0022035546,0.9479553,0.014257665
9,0.009885379,0.009820727,0.005006115,0.006769936,0.009268109,0.038158517,0.0064384863,0.015438828,0.018316647,0.8808973
10,0.87653506,0.0060876356,0.005977294,0.0046729194,0.009207019,0.017480018,0.035668876,0.009783134,0.022629257,0.011958809
11,0.0011021872,0.97588223,0.0017705718,0.0033438834,0.0044946237,0.0020107557,0.0019604692,0.003258519,0.0037755063,0.0024012707
12,0.0046514873,0.03225292,0.88783336,0.01185666,0.0061533786,0.015108628,0.008978669,0.010061464,0.008066151,0.015037298
13,0.0012338691,0.003082167,0.0034523802,0.96356946,0.0012102686,0.009145099,0.00141371,0.0016720168,0.005933172,0.0092878435
14,0.011022678,0.01021138,0.004095361,0.0029693772,0.91725385,0.0042406213,0.017477946,0.010869608,0.0154170515,0.0064421045
15,0.0011671772,0.017767083,0.0050627524,0.0057629435,0.0055737416,0.92943275,0.002851117,0.0129994815,0.0067827846,0.012600166
16,0.002588263,0.029453842,0.015467058,0.008702159,0.026301336,0.0073601985,0.8798976,0.009145712,0.013401986,0.0076818317
17,0.0035736957,0.015314164,0.007939899,0.008166602,0.027550936,0.0090279365,0.007980737,0.8807484,0.02558692,0.0141107235
18,0.00310507,0.01422007,0.0062365937,0.020630518,0.0042615603,0.020991951,0.00417659,0.011202023,0.90346456,0.011711086
19,0.005914221,0.016188635,0.016870778,0.023915477,0.005853393,0.023965904,0.0069890553,0.0071660024,0.01096033,0.8821762
20,0.8993248,0.003893724,0.005029015,0.005207934,0.005053487,0.017621195,0.01748267,0.008845334,0.018785728,0.018756125
21,0.0012088482,0.97104585,0.0034182386,0.0035245114,0.0037827548,0.0027762935,0.0023221278,0.0034412488,0.0037378569,0.0047422624
22,0.0018655251,0.004736411,0.9706248,0.005895757,0.001529779,0.0018609181,0.0026815557,0.0032015524,0.0038510594,0.003752627
23,0.0032479118,0.0030828777,0.008911519,0.9433296,0.0017669887,0.011733924,0.002389307,0.00967719,0.005997647,0.009863074
24,0.007915588,0.027619038,0.006374924,0.006673672,0.8816294,0.008662433,0.019252963,0.012547011,0.01736365,0.011961327
25,0.007168555,0.012500871,0.009706574,0.00627359,0.010451537,0.9054678,0.011302544,0.014505028,0.015162384,0.0074610845
26,0.010637633,0.011146554,0.006792362,0.0029651953,0.0061551025,0.0068837744,0.9434551,0.0017028257,0.007791723,0.002469759
27,0.0047396356,0.025434572,0.006158579,0.015926039,0.02118638,0.010553954,0.00908487,0.8652072,0.017378125,0.024330651
28,0.0043411935,0.0076462445,0.010620903,0.007726633,0.0035625645,0.011176521,0.0066965763,0.009258183,0.9288037,0.010167481
29,0.003687363,0.012729181,0.010992623,0.020119011,0.0036692892,0.026143707,0.0038685927,0.003237546,0.0049569523,0.9105957
30,0.90655714,0.0038469299,0.0041379905,0.0083321715,0.006796137,0.023591736,0.012164179,0.005414484,0.013673658,0.015485588
31,0.0049597686,0.018914182,0.01405634,0.015802631,0.006475376,0.010959017,0.00563989,0.011423353,0.012355744,0.8994137
