,Prob_0,Prob_1,Prob_2
0,0.109351724,0.37804657,0.5126017
1,0.24515066,0.2619727,0.49287668
2,0.10532447,0.24609181,0.64858365
3,0.09610706,0.49198917,0.4119037
4,0.09803237,0.25043184,0.65153575
5,0.20309588,0.5423218,0.25458235
6,0.20911312,0.5160222,0.2748648
7,0.26028252,0.2836332,0.45608434
8,0.8322785,0.08449623,0.083225235
9,0.6793356,0.23390579,0.08675863
10,0.7176074,0.19134162,0.09105097
11,0.19565013,0.49144244,0.31290752
12,0.10041829,0.82362586,0.07595582
13,0.14735752,0.64941853,0.2032239
14,0.13039884,0.21499994,0.65460116
15,0.67991066,0.24252363,0.07756576
