,Prob_0,Prob_1,Prob_2
0,0.12570456,0.34243873,0.5318567
1,0.2233766,0.31165454,0.4649688
2,0.0981131,0.2688102,0.63307667
3,0.092160754,0.5130874,0.39475182
4,0.09743862,0.26892507,0.6336363
5,0.20941658,0.5261087,0.2644747
6,0.23205952,0.46522316,0.3027173
7,0.24477728,0.32887256,0.42635015
8,0.7711643,0.1383878,0.09044795
9,0.6477608,0.2663958,0.08584338
10,0.6968118,0.20750979,0.09567841
11,0.2180688,0.45159304,0.33033818
12,0.20220308,0.6702296,0.12756728
13,0.18725094,0.5679111,0.24483792
14,0.12159451,0.25949222,0.61891323
15,0.6660272,0.25415492,0.079817824
