X_0,X_1,target
1.4740174071617194,3.3501889904813655,1
8.525254138748865,9.294668634905529,2
10.082291515963586,-4.142423195023245,3
-1.3129542013994044,-4.765519245270472,0
2.070171737157633,2.6533582577143013,1
-1.2527735202321932,-3.6160391370722036,0
8.269986714985539,8.221098606053744,2
-1.1757068716658634,-3.7596283089266667,0
9.937685240771346,-4.18024220567104,3
1.4864890205217913,2.613776689522582,1
1.5892076160698252,2.462425794374409,1
10.114226922529454,-4.378706124531488,3
2.224409567672053,3.2439006386274825,1
10.158418685942001,-3.8833778776218693,3
-0.6469679988152104,-3.7890722628669447,0
8.32454553162935,8.066662547866853,2
2.331795709870649,3.190518442324998,1
8.520571686763867,8.138864133585969,2
10.02131429491657,-4.600792982796953,3
8.352507497077138,9.066456135520026,2
8.371817259495387,8.42909538709849,2
-0.774443021344538,-4.025716533252862,0
1.7890776929744727,3.1830213639565086,1
8.798145128413008,8.351885047910173,2
10.393219950783395,-3.89500331414167,3
10.501294776220604,-3.2638345246334053,3
-0.4843654720425477,-3.9184478808428027,0
8.785421698162057,9.08006431223403,2
-1.5738003600944486,-3.6291957729010824,0
1.5665282613383102,2.912853649194243,1
10.247880929118425,-4.293844718048231,3
2.037730377598582,2.883588864277553,1
1.4316388073048272,2.6492102927127625,1
8.032819679580047,8.00103437172794,2
-0.7772184485246743,-3.7706671844913826,0
1.6871351088658988,3.4686425666026888,1
-0.8749245180517389,-3.5049965647253427,0
-1.3454437790099119,-3.945248537102012,0
7.629572703560655,7.90601710064962,2
-1.0091517597962194,-3.88414107579972,0
9.894715169657115,-4.188810383823017,3
8.082933622600882,8.309094646864013,2
10.111701690410937,-4.1254234863692885,3
8.4882625164654,8.26658146251315,2
9.267901159087746,-4.345520211491567,3
2.532695098419912,2.283153615669859,1
8.256612420778103,8.163781769036236,2
8.381606544413032,8.06252845022366,2
2.4859247909406217,2.6982440604058024,1
10.713439050833887,-4.225583170992582,3
9.913333695562331,-3.360785629622499,3
-1.3056433384146175,-3.7656092827788683,0
9.298271007235018,8.453699065223624,2
-0.8315212219764754,-4.307489049529126,0
-0.4898508634158343,-4.175391952439314,0
9.809690569813855,-3.9179577779128563,3
-1.2490201554406066,-4.872163788646147,0
8.978724836117946,8.340502318027779,2
2.535497156696179,3.1564872727063933,1
2.116425618220078,3.1639822380237588,1
8.730102817178912,7.99042958636286,2
1.5023008982332926,3.5292739155283854,1
10.689641688040124,-4.270591413441639,3
10.686600269158488,-4.745391701922064,3
-1.5203464839051453,-3.7564847838428372,0
10.45521866499914,-4.577924268377054,3
1.5776028959753297,2.9607091265122523,1
8.831391412495554,8.692760570449686,2
9.906581636277469,-4.438943049050928,3
10.20303273579357,-3.81327506659085,3
10.614180767048838,-4.594617944376973,3
9.718026192982423,-4.680938269144464,3
8.745884308485916,7.972587217615834,2
10.406438001098934,-4.795854300372923,3
10.082700303313297,-4.0139680169472705,3
9.896553189973275,-5.156761949779704,3
8.84037091168237,8.187997616854757,2
8.33987607823523,8.461312028237112,2
-0.9630757169740706,-3.7548663065546526,0
9.901185041585803,-4.640986656106901,3
8.18241018670005,8.533949842605848,2
10.141878376724069,-4.364193556217536,3
10.327674752032385,-4.273582879821353,3
2.002248146216956,3.6688601033476194,1
8.222752241612397,8.14084242723216,2
1.4582105844588857,3.0625594757620442,1
-0.6751012636009968,-4.336971433593018,0
8.465246618948335,8.445998192856177,2
10.684451648592356,-3.7245925157613593,3
-0.902887541750623,-4.482177387327446,0
-1.0623897094895751,-4.787126219826312,0
9.399460378127335,-4.445632679943208,3
-0.9046115510342462,-3.2052487389257442,0
1.4642575311263255,2.9579805002999024,1
9.568050262932697,-3.937010459280581,3
10.11357678743445,-4.442708356625475,3
1.7935886278620465,3.5650025705789226,1
-0.5774371437090078,-3.9179263074349655,0
1.8504191736153561,2.9112805386311487,1
-0.6391058788828435,-4.160827832813808,0
1.3900413083360323,1.9784935682117388,1
-0.8538545302039537,-3.890566502448287,0
1.7519714154260808,2.9131140054728974,1
2.199098481475123,2.686938650191029,1
1.8578530094095447,2.914538188065971,1
10.273363709169516,-3.958992111810099,3
8.26249161085158,7.428602169602339,2
2.054604715387281,2.737016983376705,1
2.3390379876507517,2.550476763932053,1
8.067726490759089,8.15828023209722,2
1.8696691565887333,3.064510640633018,1
10.271084735647694,-4.598387045785913,3
-1.223211541816166,-4.252370897110076,0
1.6445370119677531,3.1937542975613527,1
-1.524614386656335,-4.026727397041383,0
1.5498483571044896,3.366388605329285,1
9.867945919678089,-4.230115414114944,3
9.867092652513017,-4.845967438818535,3
-0.6693898058567187,-3.8604734720403555,0
-1.072738338647786,-3.269767858854087,0
9.93251137434992,-4.41850889708138,3
-1.1659016021924216,-3.904222963906296,0
2.3794514920386014,3.08607478887793,1
9.739554010339935,-4.461626328874754,3
8.950936024900306,8.19417196232273,2
8.307512243513202,8.240068719624729,2
-1.1250432257955045,-4.329231838238159,0
10.507919388354507,-4.205308018055993,3
