X_0,X_1,target
1.4740174071617194,3.3501889904813655,1
1.8385157882239223,3.8786549015017875,1
8.666446143914854,8.361388631625626,2
-1.3129542013994044,-4.765519245270472,0
2.070171737157633,2.6533582577143013,1
-1.2527735202321932,-3.6160391370722036,0
8.269986714985539,8.221098606053744,2
-1.1757068716658634,-3.7596283089266667,0
8.521839868722614,8.323569620977832,2
1.4864890205217913,2.613776689522582,1
1.5892076160698252,2.462425794374409,1
8.698381550480722,8.125105702117382,2
2.224409567672053,3.2439006386274825,1
8.742573313893269,8.620433949027001,2
-0.6469679988152104,-3.7890722628669447,0
8.32454553162935,8.066662547866853,2
-0.3698216785284191,-3.789549355086682,0
8.520571686763867,8.138864133585969,2
8.605468922867837,7.9030188438519176,2
1.6657691465521955,3.6504424021162842,1
1.6850789089704445,3.0130816536947505,1
-0.774443021344538,-4.025716533252862,0
1.7890776929744727,3.1830213639565086,1
2.111406777888065,2.9358713145064317,1
8.977374578734663,8.608808512507201,2
9.085449404171872,9.239977302015465,2
-0.4843654720425477,-3.9184478808428027,0
2.0986833476371154,3.6640505788302895,1
-1.5738003600944486,-3.6291957729010824,0
1.5665282613383102,2.912853649194243,1
8.832035557069693,8.20996710860064,2
2.037730377598582,2.883588864277553,1
-1.269978581094241,-4.330857504698917,0
8.032819679580047,8.00103437172794,2
-0.7772184485246743,-3.7706671844913826,0
-1.0144822795331694,-3.511425230808991,0
-0.8749245180517389,-3.5049965647253427,0
-1.3454437790099119,-3.945248537102012,0
0.9428343530357126,2.4900033672458792,1
-1.0091517597962194,-3.88414107579972,0
8.478869797608382,8.315001442825853,2
8.082933622600882,8.309094646864013,2
8.695856318362205,8.378388340279583,2
1.8015241659404588,2.8505677291094087,1
7.852055787039013,8.158291615157303,2
-0.16892228997915615,-4.696914181741821,0
8.256612420778103,8.163781769036236,2
1.6948681938880892,2.6465147168199192,1
-0.2156925974584465,-4.281823737005877,0
9.297593678785155,8.278228655656289,2
8.497488323513599,9.143026197026371,2
-1.3056433384146175,-3.7656092827788683,0
2.611532656710075,3.0376853318198833,1
-0.8315212219764754,-4.307489049529126,0
-0.4898508634158343,-4.175391952439314,0
8.393845197765122,8.585854048736016,2
-1.2490201554406066,-4.872163788646147,0
2.2919864855930037,2.924488584624038,1
-0.16612023170288914,-3.8235805247052865,0
2.116425618220078,3.1639822380237588,1
2.043364466653969,2.57441585295912,1
-1.1993164901657756,-3.4507938818832944,0
9.273796315991392,8.233220413207231,2
9.270754897109756,7.758420124726807,2
-1.5203464839051453,-3.7564847838428372,0
9.039373292950408,7.925887558271817,2
1.5776028959753297,2.9607091265122523,1
8.831391412495554,8.692760570449686,2
8.490736264228737,8.064868777597944,2
8.787187363744838,8.69053676005802,2
9.198335395000106,7.909193882271898,2
8.30218082093369,7.822873557504407,2
2.0591459579609745,2.556573484212093,1
8.990592629050202,7.707957526275948,2
8.666854931264565,8.4898438097016,2
8.480707817924543,7.347049876869167,2
2.153632561157429,2.7719838834510155,1
8.33987607823523,8.461312028237112,2
-0.9630757169740706,-3.7548663065546526,0
8.48533966953707,7.86282517054197,2
8.18241018670005,8.533949842605848,2
8.726033004675337,8.139618270431335,2
8.911829379983653,8.230228946827518,2
2.002248146216956,3.6688601033476194,1
8.222752241612397,8.14084242723216,2
1.4582105844588857,3.0625594757620442,1
-0.6751012636009968,-4.336971433593018,0
1.7785082684233917,3.029984459452436,1
9.268606276543624,8.779219310887513,2
-0.902887541750623,-4.482177387327446,0
-1.0623897094895751,-4.787126219826312,0
7.983615006078603,8.058179146705662,2
-0.9046115510342462,-3.2052487389257442,0
-1.2373598572727427,-4.022087297111778,0
8.152204890883965,8.56680136736829,2
8.697731415385718,8.061103470023397,2
1.7935886278620465,3.5650025705789226,1
-0.5774371437090078,-3.9179263074349655,0
-0.851198214783712,-4.068787258780531,0
-0.6391058788828435,-4.160827832813808,0
-1.3115760800630358,-5.0015742291999405,0
-0.8538545302039537,-3.890566502448287,0
1.7519714154260808,2.9131140054728974,1
-0.5025189069239453,-4.29312914722065,0
-0.8437643789895235,-4.065529609345709,0
8.857518337120784,8.544819714838772,2
1.5757532603266367,2.012588436198598,1
2.054604715387281,2.737016983376705,1
-0.36257940074831674,-4.429591033479627,0
8.067726490759089,8.15828023209722,2
-0.831948231810335,-3.915557156778662,0
8.855239363598962,7.905424780862958,2
-1.223211541816166,-4.252370897110076,0
-1.057080376431315,-3.786313499850327,0
-1.524614386656335,-4.026727397041383,0
-1.1517690312945785,-3.6136791920823947,0
8.452100547629357,8.273696412533926,2
8.451247280464285,7.657844387830336,2
-0.6693898058567187,-3.8604734720403555,0
-1.072738338647786,-3.269767858854087,0
8.516666002301188,8.08530292956749,2
-1.1659016021924216,-3.904222963906296,0
-0.322165896360467,-3.8939930085337497,0
8.323708638291203,8.042185497774117,2
2.2641976743753647,2.778158228918989,1
8.307512243513202,8.240068719624729,2
-1.1250432257955045,-4.329231838238159,0
9.092074016305775,8.298503808592878,2
