X_0,X_1,target
-1.2275999812373488,-3.6298788069303143,0
1.8385157882239223,3.8786549015017875,1
1.9797077933899108,2.945374898221886,1
-1.3129542013994044,-4.765519245270472,0
-0.6314456512414355,-4.3267095396973785,0
-1.2527735202321932,-3.6160391370722036,0
1.583248364460596,2.8050848726500037,1
-1.1757068716658634,-3.7596283089266667,0
1.8351015181976713,2.9075558875740906,1
-1.2151283678772768,-4.366291107889098,0
-1.112409772329243,-4.51764200303727,0
2.011643199955779,2.7090919687136417,1
-0.47720782072701506,-3.7361671587841974,0
2.055834963368327,3.204420215623261,1
-0.6469679988152104,-3.7890722628669447,0
1.6378071811044086,2.6506488144631124,1
-0.3698216785284191,-3.789549355086682,0
1.833833336238925,2.722850400182227,1
1.918730572342895,2.4870051104481763,1
1.6657691465521955,3.6504424021162842,1
1.6850789089704445,3.0130816536947505,1
-0.774443021344538,-4.025716533252862,0
-0.9125396954245955,-3.7970464334551712,0
2.111406777888065,2.9358713145064317,1
2.29063622820972,3.19279477910346,1
2.3987110536469296,3.823963568611725,1
-0.4843654720425477,-3.9184478808428027,0
2.0986833476371154,3.6640505788302895,1
-1.5738003600944486,-3.6291957729010824,0
-1.135089127060758,-4.067214148217436,0
2.1452972065447504,2.793953375196899,1
-0.6638870108004863,-4.096478933134127,0
-1.269978581094241,-4.330857504698917,0
1.3460813290551044,2.585020638324199,1
-0.7772184485246743,-3.7706671844913826,0
-1.0144822795331694,-3.511425230808991,0
-0.8749245180517389,-3.5049965647253427,0
-1.3454437790099119,-3.945248537102012,0
0.9428343530357126,2.4900033672458792,1
-1.0091517597962194,-3.88414107579972,0
1.7921314470834395,2.8989877094221126,1
1.3961952720759394,2.893080913460272,1
2.0091179678372626,2.9623746068758416,1
1.8015241659404588,2.8505677291094087,1
1.1653174365140702,2.7422778817535627,1
-0.16892228997915615,-4.696914181741821,0
1.5698740702531595,2.7477680356324945,1
1.6948681938880892,2.6465147168199192,1
-0.2156925974584465,-4.281823737005877,0
2.610855328260212,2.862214922252548,1
1.8107499729886567,3.727012463622631,1
-1.3056433384146175,-3.7656092827788683,0
2.611532656710075,3.0376853318198833,1
-0.8315212219764754,-4.307489049529126,0
-0.4898508634158343,-4.175391952439314,0
1.7071068472401805,3.169840315332274,1
-1.2490201554406066,-4.872163788646147,0
2.2919864855930037,2.924488584624038,1
-0.16612023170288914,-3.8235805247052865,0
-0.5851917701789904,-3.816085559387921,0
2.043364466653969,2.57441585295912,1
-1.1993164901657756,-3.4507938818832944,0
2.5870579654664496,2.817206679803491,1
2.5840165465848126,2.342406391323066,1
-1.5203464839051453,-3.7564847838428372,0
2.352634942425465,2.509873824868076,1
-1.1240144924237385,-4.019358670899428,0
2.1446530619706126,3.2767468370459447,1
1.803997913703795,2.6488550441942023,1
2.100449013219895,3.27452302665428,1
2.511597044475163,2.493180148868158,1
1.6154424704087478,2.4068598241006653,1
2.0591459579609745,2.556573484212093,1
2.303854278525259,2.2919437928722064,1
1.9801165807396222,3.0738300762978596,1
1.7939694673996003,1.9310361434654257,1
2.153632561157429,2.7719838834510155,1
1.6531377277102874,3.0452982948333713,1
-0.9630757169740706,-3.7548663065546526,0
1.7986013190121277,2.446811437138229,1
1.4956718361751071,3.1179361092021063,1
2.0392946541503947,2.723604537027594,1
2.2250910294587096,2.8142152134237772,1
-0.6993692421821119,-3.3112076940640605,0
1.5360138910874555,2.724828693828419,1
-1.2434068039401824,-3.9175083216496356,0
-0.6751012636009968,-4.336971433593018,0
1.7785082684233917,3.029984459452436,1
2.5818679260186816,3.363205577483771,1
-0.902887541750623,-4.482177387327446,0
-1.0623897094895751,-4.787126219826312,0
1.2968766555536604,2.6421654133019215,1
-0.9046115510342462,-3.2052487389257442,0
-1.2373598572727427,-4.022087297111778,0
1.4654665403590221,3.150787633964549,1
2.010993064860775,2.6450897366196555,1
-0.9080287605370216,-3.4150652268327573,0
-0.5774371437090078,-3.9179263074349655,0
-0.851198214783712,-4.068787258780531,0
-0.6391058788828435,-4.160827832813808,0
-1.3115760800630358,-5.0015742291999405,0
-0.8538545302039537,-3.890566502448287,0
-0.9496459729729874,-4.066953791938782,0
-0.5025189069239453,-4.29312914722065,0
-0.8437643789895235,-4.065529609345709,0
2.1707799865958406,3.1288059814350313,1
1.5757532603266367,2.012588436198598,1
-0.6470126730117873,-4.243050814034975,0
-0.36257940074831674,-4.429591033479627,0
1.3809881402341473,2.742266498693478,1
-0.831948231810335,-3.915557156778662,0
2.16850101307402,2.4894110474592175,1
-1.223211541816166,-4.252370897110076,0
-1.057080376431315,-3.786313499850327,0
-1.524614386656335,-4.026727397041383,0
-1.1517690312945785,-3.6136791920823947,0
1.7653621971044136,2.8576826791301864,1
1.7645089299393435,2.2418306544265945,1
-0.6693898058567187,-3.8604734720403555,0
-1.072738338647786,-3.269767858854087,0
1.8299276517762444,2.66928919616375,1
-1.1659016021924216,-3.904222963906296,0
-0.322165896360467,-3.8939930085337497,0
1.63697028776626,2.626171764370376,1
2.2641976743753647,2.778158228918989,1
1.620773892988259,2.8240549862209874,1
-1.1250432257955045,-4.329231838238159,0
2.4053356657808322,2.882490075189137,1
