,Pred
0,0.5178651
1,0.5210768
2,0.49289215
3,0.50636286
4,0.4908557
5,0.5228637
6,0.49306166
7,0.47951108
8,0.5279323
9,0.47567576
10,0.4829362
11,0.49244636
12,0.5412196
13,0.46557534
14,0.48439252
15,0.49370188
16,0.5013284
17,0.49424195
18,0.50026596
19,0.50911355
20,0.50482535
21,0.49319494
22,0.48126274
23,0.48881203
24,0.5298562
25,0.5283909
26,0.49732256
27,0.49838054
28,0.52500385
29,0.4965564
30,0.48206943
31,0.52856
32,0.48274678
33,0.47763097
34,0.5118511
35,0.52184623
36,0.50178367
37,0.4944706
38,0.5098366
39,0.5362442
40,0.52889156
41,0.5152223
42,0.49512523
43,0.4824205
44,0.4807377
45,0.50183964
46,0.48894578
47,0.50681645
48,0.50794166
49,0.5122151
50,0.4905032
51,0.5168311
52,0.4648829
53,0.49076253
54,0.5006518
55,0.50319076
56,0.49275875
57,0.5181541
58,0.49839777
59,0.5154605
60,0.5482307
61,0.52167326
62,0.50593776
63,0.48280638
