,Prob_0,Prob_1,Prob_2,Prob_3,Prob_4,Prob_5,Prob_6,Prob_7,Prob_8,Prob_9
0,0.060482636,0.059337124,0.08022557,0.0910417,0.11430756,0.093809724,0.18193065,0.14464985,0.06731433,0.106901065
1,0.0038380902,0.24429692,0.013502684,0.043261364,0.029980585,0.13730247,0.019841585,0.04010846,0.44801056,0.019857392
2,0.06087675,0.07370005,0.07219279,0.08420063,0.13499063,0.09201173,0.16756205,0.13176398,0.08592279,0.09677859
3,0.032562844,0.029093131,0.077157974,0.12375644,0.07490325,0.10101777,0.22637133,0.17626174,0.026837485,0.13203803
4,0.06087675,0.07370005,0.07219279,0.08420063,0.13499063,0.09201173,0.16756205,0.13176398,0.08592279,0.09677859
5,0.00064641767,0.0034630385,0.018581497,0.28376287,0.017690659,0.124525316,0.23799102,0.18186152,0.001397128,0.13008057
6,0.06087675,0.07370005,0.07219279,0.08420063,0.13499063,0.09201173,0.16756205,0.13176398,0.08592279,0.09677859
7,0.018292518,0.030068656,0.05554178,0.14198813,0.08928439,0.10992227,0.23277067,0.17071545,0.024330562,0.12708573
8,0.06087675,0.07370005,0.07219279,0.08420063,0.13499063,0.09201173,0.16756205,0.13176398,0.08592279,0.09677859
9,0.06442156,0.057267237,0.08411576,0.089993045,0.109137364,0.09264238,0.18229207,0.14617354,0.065766975,0.10819004
10,0.0594134,0.064600684,0.07634505,0.08918208,0.12283306,0.09372714,0.17715685,0.13993962,0.073645614,0.10315653
11,0.04006443,0.082609296,0.069427654,0.0994483,0.09911598,0.1220317,0.14935452,0.14123832,0.099632055,0.097077645
12,0.026674042,0.05454878,0.058652565,0.120785475,0.11195026,0.11626002,0.19358398,0.15399721,0.052552335,0.11099546
13,0.028936455,0.038020793,0.06569866,0.12367626,0.09687102,0.10552817,0.21837196,0.16531293,0.03473633,0.1228475
14,0.06087675,0.07370005,0.07219279,0.08420063,0.13499063,0.09201173,0.16756205,0.13176398,0.08592279,0.09677859
15,0.0064692805,0.079176664,0.03226459,0.16111968,0.08614141,0.18997206,0.13988757,0.14246316,0.07221212,0.09029346
16,0.06087675,0.07370005,0.07219279,0.08420063,0.13499063,0.09201173,0.16756205,0.13176398,0.08592279,0.09677859
17,0.06087675,0.07370005,0.07219279,0.08420063,0.13499063,0.09201173,0.16756205,0.13176398,0.08592279,0.09677859
18,0.027143274,0.088127844,0.05670065,0.10918429,0.105816334,0.13369791,0.14708413,0.13863803,0.099780895,0.09382654
