,Prob_0,Prob_1,Prob_2
0,0.42639795,0.44047493,0.13312708
1,0.426261,0.43887478,0.13486421
2,0.42696935,0.44343176,0.12959896
3,0.42803425,0.4302797,0.14168604
4,0.42973042,0.44309026,0.12717938
5,0.41887203,0.4283942,0.1527337
6,0.41627872,0.43265033,0.15107098
7,0.42711455,0.43739203,0.13549347
8,0.41336524,0.43279043,0.15384425
9,0.41312844,0.4250298,0.16184174
10,0.40847003,0.43054563,0.16098434
11,0.42053682,0.433227,0.14623621
12,0.40840897,0.42116162,0.17042933
13,0.4156183,0.42809042,0.15629132
14,0.43061924,0.4426162,0.12676455
15,0.40901092,0.42572957,0.16525953
16,0.419826,0.43419293,0.14598113
17,0.40801713,0.42225534,0.16972755
