,Prob_1
0,1.0
1,1.0
2,1.0
3,0.9507462
4,1.0
5,0.87485707
6,1.0
7,0.64207345
8,0.8651932
9,0.89362454
10,1.0
11,1.0
12,1.0
13,1.192093e-07
14,0.87649184
15,1.192093e-07
16,1.0
17,1.0
18,1.0
19,0.8718701
20,0.92311585
21,0.9708354
22,1.192093e-07
23,1.0
24,1.0
25,1.0
26,0.58675027
27,1.0
28,1.0
29,1.0
30,1.0
31,0.73390627
32,1.0
33,1.0
34,1.0
35,1.0
36,0.75364023
37,0.9461047
38,0.81994766
39,0.85223335
40,0.80679005
41,0.9595404
42,1.0
43,0.6465153
44,0.8612558
45,1.0
46,0.96785897
47,0.8450283
48,0.94460946
49,0.8814157
50,0.9574564
51,0.9022682
52,0.9556464
53,1.0
54,1.0
55,0.9595977
56,1.0
57,1.192093e-07
58,0.92395955
59,0.96931005
60,0.9702173
61,0.9691239
62,1.192093e-07
63,0.970474
64,0.70619076
65,0.5091394
66,0.97044724
67,0.9642718
68,0.9700052
69,0.9462448
70,1.0
71,0.9700288
72,1.0
73,0.76705277
74,0.9355459
75,1.0
76,0.92519176
77,1.0
78,1.0
79,0.9279291
80,0.9572526
81,0.9284096
82,1.0
83,1.0
84,0.9482006
85,1.0
86,0.73052436
87,1.0
88,0.94493145
89,0.7351943
90,0.72879255
91,0.635227
92,0.76082814
93,0.8826562
94,1.192093e-07
95,1.0
96,0.9593031
97,0.9701263
98,0.9587788
99,0.71005154
100,0.62085783
101,0.9622132
102,0.9510115
103,0.9703872
104,0.96907574
105,0.7758089
106,0.9574086
107,0.95123285
108,1.0
109,0.95848185
110,0.97001356
111,0.95296305
112,0.8498541
113,0.97033024
114,0.9696049
115,0.9451822
116,0.97008324
117,1.0
118,1.0
119,1.0
120,0.9593819
121,1.0
122,1.0
123,0.81323284
124,0.9169572
125,0.8537501
126,0.7237486
127,1.0
128,0.77368826
129,1.0
130,0.95165604
131,1.0
132,1.0
133,1.192093e-07
134,1.0
135,0.9163245
136,0.9529248
137,0.96462184
138,1.192093e-07
139,0.96700025
140,0.9707129
141,1.0
142,0.9603106
143,0.91932714
144,0.9668093
145,0.95823586
146,0.9436023
147,0.69909215
148,0.7905192
149,0.8551087
150,0.92752534
151,0.9680599
152,0.96943086
153,0.9666457
154,0.8992212
155,0.9477854
156,1.0
157,1.0
158,0.9542736
159,0.96441656
160,0.9534417
161,1.0
162,1.0
163,0.9495422
164,1.0
165,0.74082786
166,0.9685997
167,1.0
