,Prob_0,Prob_1,Prob_2,Prob_3
0,0.77580374,0.014209341,0.10499362,0.10499362
1,0.77580374,0.014209341,0.10499362,0.10499362
2,0.77580374,0.014209341,0.10499362,0.10499362
3,0.77580374,0.014209341,0.10499362,0.10499362
4,0.77580374,0.014209341,0.10499362,0.10499362
5,0.77580374,0.014209341,0.10499362,0.10499362
6,0.77580374,0.014209341,0.10499362,0.10499362
7,0.77580374,0.014209341,0.10499362,0.10499362
8,0.77580374,0.014209341,0.10499362,0.10499362
9,0.77580374,0.014209341,0.10499362,0.10499362
10,0.77580374,0.014209341,0.10499362,0.10499362
11,0.77580374,0.014209341,0.10499362,0.10499362
12,0.77580374,0.014209341,0.10499362,0.10499362
13,0.77580374,0.014209341,0.10499362,0.10499362
14,0.77580374,0.014209341,0.10499362,0.10499362
15,0.77580374,0.014209341,0.10499362,0.10499362
