,Prob_0,Prob_1,Prob_2,Prob_3,Prob_4,Prob_5,Prob_6,Prob_7
0,0.072901614,0.07408904,0.43824738,0.08335514,0.09982665,0.09189546,0.047058146,0.09262659
1,0.030306,0.74146456,0.036362354,0.035923455,0.03654147,0.022381365,0.067454815,0.029565979
2,0.041092154,0.6998115,0.030025713,0.054607254,0.063504055,0.05429177,0.032023776,0.024643762
3,0.085798785,0.015468791,0.018623369,0.026330156,0.01837516,0.013958553,0.010469858,0.8109753
4,0.03327604,0.06078491,0.031276323,0.05775292,0.04881994,0.018807692,0.659078,0.09020413
5,0.023720091,0.034951992,0.048305403,0.04772818,0.076625004,0.02918167,0.70536673,0.034120888
6,0.0125241475,0.014803285,0.0246508,0.027186431,0.019843703,0.81892824,0.054204524,0.027858837
7,0.7941078,0.043012537,0.030015314,0.016042612,0.025789224,0.01707611,0.013172332,0.06078407
8,0.02028912,0.014658827,0.031078154,0.026893029,0.019502409,0.078369275,0.013637655,0.7955715
9,0.013695368,0.022770092,0.03138913,0.048479557,0.037359107,0.8041385,0.015154425,0.027013844
10,0.11113975,0.084522545,0.0938933,0.062408775,0.3346389,0.08978291,0.17611793,0.047495916
11,0.05826333,0.08301121,0.08359399,0.3973454,0.09635254,0.07935971,0.13673173,0.06534207
12,0.014287372,0.03466475,0.029191058,0.05093948,0.028718237,0.022458699,0.014328183,0.8054122
13,0.042307362,0.019760007,0.031671394,0.026495852,0.023710098,0.8018239,0.036471695,0.017759657
14,0.8294205,0.02318029,0.030411303,0.022295833,0.04307229,0.014730537,0.020554632,0.016334618
15,0.7854231,0.023016138,0.03559465,0.030513845,0.048550367,0.03642354,0.018009478,0.02246885
