,Prob_0,Prob_1,Prob_2,Prob_3,Prob_4,Prob_5,Prob_6,Prob_7
0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
3,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
4,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
5,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
6,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
7,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
8,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
9,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
10,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
11,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
12,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
13,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
14,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
15,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
