,Pred
0,17.494376859569062
1,14.42247452097278
2,5.716666579410123
3,0.13905362652909203
4,-15.539161118476589
5,-12.673614106291266
6,-27.43250827533292
7,-5.6282135196750795
8,-1.9258278154106336
9,-3.9512896780962183
10,8.2778015656368
11,0.8470506444544863
12,-1.9318223488404787
13,0.9874320871378917
14,13.097614691688165
15,0.4727063418225622
16,12.540164074283197
17,11.386657106825988
18,-6.755563646403678
19,8.888495927112281
20,3.8519985276155926
21,6.832443718675993
22,-4.738631935439302
23,-16.556126869460183
24,11.574269659155107
25,-7.6433993105802625
26,-9.285577118552641
27,4.015595371961203
28,2.629004667934512
29,2.5400631623672885
30,7.066084182506158
31,-7.872831397482431
32,11.153549385938337
33,7.930812042265693
34,11.394972539753612
35,-11.280016814116468
36,10.433966802111017
37,-6.374309369078593
38,-4.582663703535876
39,-3.241554515375609
40,22.658709129158026
41,16.86511400228418
42,-16.93230173042884
43,2.33894954161784
44,-6.388870661018349
45,6.501487760041216
46,15.326699370689541
47,-21.45026522584295
48,-13.86380944803366
49,7.791141970615031
50,-1.3343317470592762
51,-12.19324399803193
52,9.22181793514777
53,5.141737838402407
54,2.965657265599051
55,3.791081279136836
56,10.559728638249261
57,-5.713395108285109
58,-12.888404122958256
59,9.176787960128305
60,-9.848285247711523
61,-4.31079166560887
62,8.875654518029435
63,11.67498434156611
64,18.747892108742963
65,0.9598912851861312
66,17.80575570335026
67,15.789385283550201
68,-12.86272491091849
69,20.237169567199437
70,1.5132606776115596
71,9.44365155385741
72,-22.65680119800972
73,-15.702287142997104
74,-2.320118829472921
75,-9.868577382026764
76,5.828102766158836
77,8.673101900511234
78,-16.354030592070462
79,1.380571063255751
80,-5.898915653946877
81,-11.310893198588044
82,7.6864061170769835
83,-0.7007362683438063
84,6.987932528748511
85,2.718136363178713
86,0.9878395490129587
87,20.42615592065815
88,5.853755422016714
89,20.792005542497353
90,-24.31319319903906
91,14.086282875896156
92,-6.476324265396014
93,-18.430057297951954
94,9.694394070264034
95,14.927523931147173
96,1.222025452502681
97,17.50243865653224
98,-10.985980428218715
99,2.4173857359933746
100,6.443430922655141
101,16.405912213457107
102,-22.20676346038186
103,0.8276161067348398
104,10.107105253764146
105,-3.363778044873643
106,6.786346926465711
107,16.68623918793668
108,-3.365646971076314
109,15.988283326999246
110,-11.589581007331986
111,-7.514414799710774
112,0.4304653128246998
113,-2.5927140994920617
114,-14.814180064446145
115,-1.009782385945721
116,-2.640390096048681
117,17.34312465186524
118,4.024938316976272
119,-4.511051571423057
120,-4.410540008913724
121,-19.74315304075205
122,-3.092570081785287
123,15.71758202831277
124,-7.15412903652367
125,7.797662317336298
126,0.04884961169814295
127,-1.5745389718655258
128,-17.14434936477563
