,Pred
0,15.371083
1,13.05986
2,15.526905
3,12.396363
4,18.984423
5,19.023577
6,15.219997
7,10.572907
8,12.9904175
9,15.91457
10,13.26381
11,15.363129
12,13.340037
13,18.363838
14,22.11443
15,12.503931
16,10.908788
17,12.823265
18,19.277594
19,18.510187
20,20.957003
21,11.853642
22,21.580595
23,20.097813
24,16.225758
25,9.614437
26,21.897871
27,19.865019
28,21.138775
29,5.6759806
30,7.1431417
31,10.313444
32,19.54135
33,21.121254
34,9.5182905
35,9.28189
36,8.242357
37,8.273827
38,11.786538
39,4.3952346
40,15.012163
41,14.990016
42,18.31015
43,14.210258
44,14.264182
45,17.570604
46,15.927427
47,8.75405
48,19.245691
49,15.810372
50,13.060665
51,18.550623
52,23.278414
53,23.893965
54,17.092718
55,5.9566183
56,18.753506
57,10.312587
58,10.947456
59,15.146883
60,19.565409
61,10.608184
62,13.419964
63,11.674823
64,16.74319
65,18.577337
66,23.733177
67,17.878244
68,6.0104313
69,13.282626
70,3.1158328
71,17.991442
72,22.820904
73,14.141237
74,19.553764
75,17.266596
76,18.460655
77,13.959377
78,15.16706
79,19.57863
80,12.722661
81,9.197114
82,12.680694
83,18.285587
84,14.540099
85,13.970654
86,11.802478
87,21.307854
88,5.8423653
89,14.771385
90,8.201785
91,6.259049
92,9.914408
93,21.335577
94,10.583615
95,20.457872
96,14.384534
97,14.880659
98,11.111839
99,4.504805
