,Prob_1
0,0.5539968
1,0.13263725
2,0.3883007
3,0.25933382
4,0.1635874
5,0.28754932
6,0.22296435
7,0.10730322
8,0.1768829
9,0.3883007
10,0.5539968
11,0.3883007
12,0.20774525
13,0.25933382
14,0.1768829
15,0.20774525
16,0.13830356
17,0.5539968
18,0.35019553
19,0.10730322
20,0.13263725
21,0.27678195
22,0.5539968
23,0.5539968
24,0.10730322
25,0.13830356
26,0.3883007
27,0.20774525
28,0.10730322
29,0.13263725
30,0.10730322
31,0.13263725
32,0.20774525
33,0.1768829
34,0.13830356
35,0.10730322
36,0.1635874
37,0.10730322
38,0.3883007
39,0.5539968
40,0.3883007
41,0.41819537
42,0.26865056
43,0.25933382
44,0.1635874
45,0.13830356
46,0.13263725
47,0.22296435
48,0.10730322
49,0.5539968
50,0.10730322
51,0.22312546
52,0.27678195
53,0.10730322
54,0.10730322
55,0.22296435
56,0.10730322
57,0.3883007
58,0.41819537
59,0.22312546
60,0.22312546
61,0.5539968
62,0.10730322
63,0.22296435
