,Prob_0,Prob_1,Prob_2
0,0.11228255,0.34862697,0.53909045
1,0.24382898,0.27355582,0.4826152
2,0.09671984,0.36680502,0.5364752
3,0.09134168,0.53253806,0.37612027
4,0.09612035,0.2810467,0.62283295
5,0.19169861,0.5789973,0.22930409
6,0.1879645,0.5806861,0.23134945
7,0.26891497,0.24270587,0.48837918
8,0.83680725,0.08053952,0.08265313
9,0.7316184,0.16939127,0.098990224
10,0.72069985,0.19005325,0.089246914
11,0.20205058,0.47407332,0.32387617
12,0.12329394,0.78080744,0.09589861
13,0.13860108,0.6783781,0.18302085
14,0.128978,0.23624367,0.6347784
15,0.71035564,0.20754428,0.08210012
16,0.20985962,0.49115464,0.29898572
17,0.6588318,0.26182073,0.079347424
