,Prob_0,Prob_1,Prob_2
0,2.441862e-14,2.9302336e-14,1.0
1,2.441862e-14,2.9302336e-14,1.0
2,2.441862e-14,2.9302336e-14,1.0
3,2.441862e-14,2.9302336e-14,1.0
4,2.441862e-14,2.9302336e-14,1.0
5,2.441862e-14,2.9302336e-14,1.0
6,2.441862e-14,2.9302336e-14,1.0
7,2.441862e-14,2.9302336e-14,1.0
8,2.441862e-14,2.9302336e-14,1.0
9,2.441862e-14,2.9302336e-14,1.0
10,2.441862e-14,2.9302336e-14,1.0
11,2.441862e-14,2.9302336e-14,1.0
12,2.441862e-14,2.9302336e-14,1.0
13,2.441862e-14,2.9302336e-14,1.0
14,2.441862e-14,2.9302336e-14,1.0
15,2.441862e-14,2.9302336e-14,1.0
16,2.441862e-14,2.9302336e-14,1.0
17,2.441862e-14,2.9302336e-14,1.0
18,2.441862e-14,2.9302336e-14,1.0
19,2.441862e-14,2.9302336e-14,1.0
20,2.441862e-14,2.9302336e-14,1.0
21,2.441862e-14,2.9302336e-14,1.0
22,2.0175718e-14,0.9999999,1.1920932e-07
23,2.441862e-14,2.9302336e-14,1.0
24,2.441862e-14,2.9302336e-14,1.0
25,2.441862e-14,2.9302336e-14,1.0
26,2.441862e-14,2.9302336e-14,1.0
27,2.441862e-14,2.9302336e-14,1.0
28,2.441862e-14,2.9302336e-14,1.0
29,2.441862e-14,2.9302336e-14,1.0
30,2.441862e-14,2.9302336e-14,1.0
31,2.441862e-14,2.9302336e-14,1.0
32,2.441862e-14,2.9302336e-14,1.0
33,2.441862e-14,2.9302336e-14,1.0
34,2.441862e-14,2.9302336e-14,1.0
35,2.441862e-14,2.9302336e-14,1.0
36,2.441862e-14,2.9302336e-14,1.0
37,2.0175718e-14,0.9999999,1.1920932e-07
38,2.441862e-14,2.9302336e-14,1.0
39,2.441862e-14,2.9302336e-14,1.0
40,2.441862e-14,2.9302336e-14,1.0
41,2.441862e-14,2.9302336e-14,1.0
42,2.441862e-14,2.9302336e-14,1.0
43,2.441862e-14,2.9302336e-14,1.0
44,2.441862e-14,2.9302336e-14,1.0
45,2.441862e-14,2.9302336e-14,1.0
46,2.441862e-14,2.9302336e-14,1.0
47,2.441862e-14,2.9302336e-14,1.0
48,2.441862e-14,2.9302336e-14,1.0
49,2.441862e-14,2.9302336e-14,1.0
50,0.046134103,0.0055711376,0.9482948
51,0.057177432,0.0073329876,0.9354896
52,0.023937048,0.0016491743,0.97441375
53,0.111613154,0.02576524,0.86262167
54,0.024091229,0.0016540992,0.97425467
55,0.06403392,0.0085167885,0.9274492
56,0.056185372,0.0073080678,0.9365065
57,2.5816018e-14,3.0227004e-14,1.0
58,0.067838155,0.010765941,0.92139596
59,0.06753929,0.00943996,0.9230208
60,2.5816018e-14,3.0227004e-14,1.0
61,0.05905876,0.0075331833,0.93340796
62,0.14010179,0.04098561,0.81891274
63,0.022751965,0.0012403748,0.9760075
64,0.14822531,0.045884933,0.8058897
65,0.06318686,0.009025868,0.9277873
66,0.033098985,0.0025089122,0.9643921
67,0.17233698,0.0628168,0.764846
68,0.023078851,0.001573006,0.9753482
69,0.17233698,0.0628168,0.764846
70,0.012707424,0.9863667,0.0009258118
71,0.10277187,0.02204186,0.87518626
72,0.012613507,0.9867933,0.0005931852
73,0.035195433,0.0027658555,0.96203864
74,0.06626669,0.009826306,0.92390716
75,0.05171524,0.0062621436,0.94202256
76,0.027920198,0.002515996,0.9695637
77,0.012927826,0.2641497,0.7229225
78,0.021801617,0.0011353724,0.97706306
79,0.34826028,0.3304929,0.32124692
80,0.18752569,0.075440876,0.7370335
81,0.18752569,0.075440876,0.7370335
82,0.10118299,0.021198433,0.8776186
83,0.008502298,0.0908148,0.9006829
84,0.0364183,0.0031078586,0.9604738
85,0.11919136,0.030168593,0.85064
86,0.023937048,0.0016491743,0.97441375
87,0.054724045,0.006630359,0.93864554
88,0.19770542,0.08051695,0.72177756
89,0.117740884,0.02874835,0.8535107
90,0.062448405,0.008002021,0.92954963
91,0.056812778,0.0069144513,0.93627274
92,0.10118299,0.021198433,0.8776186
93,2.5816018e-14,3.0227004e-14,1.0
94,0.10118299,0.021198433,0.8776186
95,0.19770542,0.08051695,0.72177756
96,0.14822531,0.045884933,0.8058897
97,0.06835754,0.010125759,0.9215167
98,0.35782316,0.32853234,0.31364444
99,0.11698648,0.028466696,0.8545468
100,0.01470568,0.015995884,0.9692985
101,0.005718371,0.017341893,0.9769397
102,0.008950445,0.019824592,0.97122496
103,0.0059688413,0.012782859,0.98124826
104,0.006516309,0.005661497,0.98782206
105,0.008950445,0.019824592,0.97122496
106,0.011501495,0.20512262,0.7833759
107,0.0117564555,0.03276699,0.9554767
108,0.0129481405,0.033639163,0.9534127
109,0.016961075,0.03472191,0.9483169
110,0.0115623865,0.13102032,0.85741717
111,0.008534756,0.016066724,0.9753984
112,0.0065059285,0.022818698,0.9706754
113,0.005700698,0.0056440616,0.9886553
114,0.006713893,0.0031394854,0.99014664
115,0.007880692,0.017637994,0.9744814
116,0.0068946183,0.037159923,0.95594525
117,0.018992074,0.053138576,0.9278695
118,0.01819592,0.017609121,0.96419495
119,0.010955271,0.080160126,0.90888447
120,0.008656409,0.025474453,0.96586925
121,0.0062459554,0.025934456,0.96781945
122,0.01203771,0.01731442,0.9706478
123,0.011071998,0.16357866,0.8253493
124,0.011095004,0.08031795,0.908587
125,0.011960085,0.070150696,0.9178892
126,0.009902077,0.21579729,0.7743006
127,0.010616678,0.37484974,0.6145336
128,0.0065313024,0.006323298,0.9871454
129,0.020292737,0.2931718,0.6865355
130,0.013915879,0.030096961,0.9559873
131,0.022695854,0.07876583,0.8985383
132,0.007736056,0.004187922,0.9880759
133,0.009660507,0.17982621,0.81051326
134,0.012791784,0.080287285,0.90692097
135,0.008557228,0.014114021,0.97732896
136,0.012077752,0.030937374,0.9569848
137,0.00853517,0.06695005,0.9245147
138,0.010616678,0.37484974,0.6145336
139,0.0068038325,0.034920897,0.95827544
140,0.007124097,0.016666427,0.9762096
141,0.010716592,0.04617236,0.9431108
142,0.005718371,0.017341893,0.9769397
143,0.007243544,0.013612525,0.979144
144,0.01302846,0.028112583,0.9588591
145,0.010279645,0.031361956,0.95835835
146,0.0075458284,0.032837324,0.95961684
147,0.007567391,0.044081863,0.94835085
148,0.012077752,0.030937374,0.9569848
149,0.008670244,0.08413829,0.9071915
