,Pred
0,59.976818
1,73.71725
2,130.7555
3,615.7869
4,730.257
5,97.89258
6,215.81073
7,152.1983
8,191.0132
9,1214.4886
10,335.5193
11,815.0315
12,720.1859
13,573.1719
14,675.259
15,79.64789
16,377.6415
17,646.7994
18,77.22858
19,228.86191
20,62.03095
21,138.38574
22,706.55225
23,85.42895
24,643.9985
25,786.0442
26,630.9201
27,751.67584
28,231.82372
29,90.51987
30,211.67352
31,771.3857
32,481.19617
33,618.3198
34,825.88763
35,150.57907
36,385.10876
37,384.71844
38,176.87738
39,108.53568
40,1582.7653
41,211.32675
42,155.13242
43,1619.5658
44,1011.30066
45,341.16605
46,889.01666
47,256.87463
48,446.53937
49,246.13965
50,359.9633
51,364.01007
52,340.6609
53,116.560905
54,464.22842
55,108.3578
56,743.8578
57,266.60605
58,94.50805
59,449.37408
60,465.798
61,260.54776
62,331.88586
63,484.54834
