,Prob_0,Prob_1,Prob_2,Prob_3,Prob_4,Prob_5,Prob_6,Prob_7,Prob_8,Prob_9
0,0.91502285,0.0027569109,0.004277746,0.010469241,0.00396,0.018016292,0.0062347967,0.0086014485,0.007366729,0.023293987
1,0.0014844096,0.9619299,0.0056133736,0.0035818643,0.005614955,0.0039899442,0.0044352547,0.0047737435,0.004820607,0.003755937
2,0.0037872174,0.027102366,0.9111658,0.0029828656,0.0048992718,0.0016567373,0.013623254,0.0037571422,0.025969578,0.005055791
3,0.0020003894,0.007442499,0.0064074756,0.93221295,0.0031141366,0.018858021,0.0034197741,0.0027801627,0.010526961,0.013237626
4,0.008961658,0.010782382,0.006110474,0.005844224,0.90853614,0.0071828114,0.024870448,0.009418248,0.011922762,0.006370866
5,0.005896799,0.017260902,0.0063542626,0.019625109,0.0041573416,0.6973973,0.0046248934,0.0044299695,0.010614144,0.2296393
6,0.0077789566,0.013959805,0.004571661,0.0029973725,0.012944265,0.007006607,0.9349895,0.002481556,0.010477286,0.002792986
7,0.003028433,0.014573829,0.0144250225,0.018294502,0.0049229735,0.011577455,0.0048460327,0.8812014,0.021500481,0.025629904
8,0.0035735802,0.004315508,0.007706924,0.007631888,0.0014835419,0.0050540976,0.004927402,0.0021358563,0.9488411,0.014330093
9,0.01026419,0.009787418,0.00523922,0.00680936,0.009499011,0.03739766,0.0066110743,0.015910553,0.019322144,0.8791594
10,0.8758556,0.0060336688,0.0062033455,0.004748183,0.008759325,0.018357135,0.035567015,0.010248859,0.022412958,0.011813912
11,0.0010641344,0.9742487,0.0018046596,0.0032699853,0.0048313974,0.0021168822,0.0020326818,0.0033945853,0.004738112,0.00249884
12,0.004611449,0.032043602,0.885634,0.012528946,0.0061837174,0.014534202,0.009386946,0.010385388,0.00868844,0.016003301
13,0.0013685536,0.0033883217,0.0035967198,0.960792,0.0012179591,0.009138255,0.0015265674,0.0019319982,0.006240301,0.010799321
14,0.010816731,0.009999785,0.004068586,0.0029250998,0.91892517,0.004288765,0.016925493,0.010690787,0.015102817,0.006256775
15,0.0012134592,0.01712231,0.0051238462,0.0056919446,0.005459128,0.92836803,0.0028645901,0.0131393215,0.0061124503,0.014904906
16,0.0025688903,0.029148888,0.015075423,0.00856662,0.027430354,0.007228456,0.8792533,0.008927393,0.014248672,0.0075520044
17,0.0037643288,0.015200817,0.008155496,0.008682347,0.028430868,0.009292465,0.008217723,0.8776276,0.025811965,0.014816379
