,Prob_0,Prob_1,Prob_2,Prob_3,Prob_4,Prob_5,Prob_6,Prob_7,Prob_8,Prob_9
0,0.027466038,0.035937015,0.65547913,0.037560355,0.03476164,0.016147885,0.076407716,0.04239563,0.049427547,0.02441702
1,0.01739875,0.67139286,0.058218036,0.03495112,0.03144689,0.04882316,0.059646968,0.015254566,0.038434833,0.024432842
2,0.014773247,0.6521995,0.031229349,0.030877363,0.051915646,0.049306817,0.070770405,0.030475195,0.05310319,0.015349264
3,0.03987171,0.031807624,0.0342614,0.051230878,0.017713265,0.068864726,0.026996234,0.016833039,0.044172358,0.6682488
4,0.022138132,0.038467754,0.024828617,0.07748864,0.027124556,0.035992704,0.050479937,0.012053894,0.6852542,0.026171569
5,0.020970993,0.03275562,0.041675102,0.045799248,0.028720433,0.03641385,0.052828085,0.038564995,0.6568116,0.045460097
6,0.028960379,0.030711595,0.06994722,0.036610004,0.040048063,0.044887785,0.03704209,0.6040838,0.062674835,0.045034286
7,0.561841,0.032626018,0.057522967,0.03178018,0.03177401,0.04755057,0.075643435,0.02062611,0.04751863,0.09311705
8,0.060907096,0.026047213,0.027962843,0.037894912,0.020090174,0.048692483,0.03956408,0.026537098,0.06285207,0.64945203
9,0.027020885,0.029613473,0.08314314,0.050274793,0.041153748,0.039268814,0.040831324,0.58916837,0.062021054,0.03750443
10,0.03141235,0.05177811,0.026060114,0.025643129,0.6387437,0.067991406,0.08242577,0.019881636,0.038686294,0.017377485
11,0.018316621,0.046093456,0.06388802,0.4739493,0.029719863,0.032949284,0.037953116,0.041794762,0.21658966,0.0387459
12,0.024595065,0.033073157,0.025046991,0.06220611,0.016795075,0.060003906,0.023521286,0.014689285,0.05677406,0.6832951
13,0.027222538,0.03740416,0.06310313,0.039996363,0.06873233,0.056396455,0.043600265,0.57083976,0.06389828,0.02880672
14,0.5592714,0.030269068,0.03179682,0.025498437,0.046639778,0.061414238,0.10646396,0.02509788,0.056213915,0.057334486
15,0.5770895,0.033438124,0.038262658,0.024866728,0.034124203,0.06576316,0.0891439,0.01865491,0.046252593,0.07240421
16,0.031739276,0.06568945,0.025287304,0.031086762,0.028725842,0.05874761,0.6342486,0.012763084,0.08907326,0.022638822
17,0.03573511,0.02979899,0.027020533,0.05451038,0.019287298,0.065438844,0.024270143,0.020100638,0.06720677,0.6566313
18,0.030811092,0.07356975,0.047157172,0.026415408,0.60811627,0.050462067,0.064630784,0.027929727,0.052165285,0.01874247
19,0.015830586,0.056590363,0.018739585,0.01962531,0.70468915,0.06259762,0.05862621,0.022762334,0.027263604,0.013275256
20,0.02252519,0.63205993,0.02648971,0.043330137,0.06941563,0.025880113,0.0455542,0.02339749,0.058837313,0.05251031
21,0.023160234,0.046999633,0.04947048,0.048154607,0.050856803,0.047760427,0.038129188,0.58709514,0.06961576,0.03875774
22,0.027341273,0.04188604,0.049235962,0.45642695,0.026300138,0.104763396,0.048003897,0.0258516,0.12231184,0.0978789
23,0.027110923,0.07875874,0.031917393,0.027575329,0.038849764,0.037716877,0.66969526,0.015511139,0.055781092,0.017083474
